year,month,day,metric,count
2017,12,11,Federal Tax Deposits::Classification::Withheld Income and Employment Taxes,16063
2017,12,11,Federal Tax Deposits::Classification::Individual Income Taxes,197
2017,12,11,Federal Tax Deposits::Classification::Railroad Retirement Taxes,42
2017,12,11,Federal Tax Deposits::Classification::Excise Taxes,92
2017,12,11,Federal Tax Deposits::Classification::Corporation Income Taxes,540
2017,12,11,Federal Tax Deposits::Classification::Federal Unemployment Taxes,2
2017,12,11,Federal Tax Deposits::Classification::Estate and Gift Taxes & Misc IRS Rcpts.,2
2017,12,11,Federal Tax Deposits::Classification::Total,16937
2017,12,11,Federal Tax Deposits::Classification::Cash Federal Tax Deposits::Direct,27
2017,12,11,Federal Tax Deposits::Classification::Cash Federal Tax Deposits::Through Depositaries,16858
2017,12,11,Federal Tax Deposits::Classification::Cash Federal Tax Deposits::Total Cash FTD's,16885
2017,12,11,Federal Tax Deposits::Classification::Inter-agency Transfers,53
2017,12,11,Federal Tax Deposits::Classification::Total,16937
