year,month,day,ofns_desc,count
2008,1,2,OFFENSES INVOLVING FRAUD,10
2008,1,2,OTHER OFFENSES RELATED TO THEF,3
2008,1,2,OTHER STATE LAWS (NON PENAL LA,2
2008,1,2,PETIT LARCENY,184
2008,1,2,POSSESSION OF STOLEN PROPERTY,4
2008,1,2,RAPE,2
2008,1,2,ROBBERY,49
2008,1,2,SEX CRIMES,11
2008,1,2,THEFT-FRAUD,20
2008,1,2,UNAUTHORIZED USE OF A VEHICLE,3
2008,1,2,VEHICLE AND TRAFFIC LAWS,9
2008,1,3,ADMINISTRATIVE CODE,4
2008,1,3,ALCOHOLIC BEVERAGE CONTROL LAW,1
2008,1,3,ARSON,3
2008,1,3,ASSAULT 3 & RELATED OFFENSES,118
2008,1,3,BURGLARY,65
2008,1,3,CRIMINAL MISCHIEF & RELATED OF,122
2008,1,3,CRIMINAL TRESPASS,36
2008,1,3,DANGEROUS DRUGS,97
2008,1,3,DANGEROUS WEAPONS,21
2008,1,3,FELONY ASSAULT,32
2008,1,3,FORGERY,14
2008,1,3,FRAUDS,9
2008,1,3,GRAND LARCENY,105
2008,1,3,GRAND LARCENY OF MOTOR VEHICLE,33
2008,1,3,HARRASSMENT 2,165
2008,1,3,INTOXICATED & IMPAIRED DRIVING,8
2008,1,3,MISCELLANEOUS PENAL LAW,34
2008,1,3,OFF. AGNST PUB ORD SENSBLTY &,79
2008,1,3,OFFENSES AGAINST PUBLIC ADMINI,23
2008,1,3,OFFENSES AGAINST THE PERSON,3
2008,1,3,OFFENSES INVOLVING FRAUD,3
2008,1,3,OTHER OFFENSES RELATED TO THEF,1
2008,1,3,OTHER STATE LAWS (NON PENAL LA,1
2008,1,3,PETIT LARCENY,214
2008,1,3,POSSESSION OF STOLEN PROPERTY,5
2008,1,3,PROSTITUTION & RELATED OFFENSES,1
2008,1,3,RAPE,4
2008,1,3,ROBBERY,63
2008,1,3,SEX CRIMES,7
2008,1,3,THEFT-FRAUD,15
2008,1,3,UNAUTHORIZED USE OF A VEHICLE,2
2008,1,3,VEHICLE AND TRAFFIC LAWS,22
2008,1,4,ADMINISTRATIVE CODE,4
2008,1,4,ARSON,4
2008,1,4,ASSAULT 3 & RELATED OFFENSES,102
2008,1,4,BURGLARY,71
2008,1,4,CRIMINAL MISCHIEF & RELATED OF,168
2008,1,4,CRIMINAL TRESPASS,42
2008,1,4,DANGEROUS DRUGS,155
2008,1,4,DANGEROUS WEAPONS,53
2008,1,4,FELONY ASSAULT,35
2008,1,4,FORGERY,19
2008,1,4,FRAUDS,11
2008,1,4,FRAUDULENT ACCOSTING,2
2008,1,4,GAMBLING,1
2008,1,4,GRAND LARCENY,131
2008,1,4,GRAND LARCENY OF MOTOR VEHICLE,38
2008,1,4,HARRASSMENT 2,160
2008,1,4,INTOXICATED & IMPAIRED DRIVING,24
2008,1,4,LOITERING FOR DRUG PURPOSES,2
2008,1,4,"LOITERING/GAMBLING (CARDS, DIC",1
2008,1,4,MISCELLANEOUS PENAL LAW,35
2008,1,4,MURDER & NON-NEGL. MANSLAUGHTER,3
2008,1,4,OFF. AGNST PUB ORD SENSBLTY &,99
2008,1,4,OFFENSES AGAINST PUBLIC ADMINI,29
2008,1,4,OFFENSES AGAINST THE PERSON,2
2008,1,4,OFFENSES INVOLVING FRAUD,7
2008,1,4,OTHER OFFENSES RELATED TO THEF,2
2008,1,4,OTHER STATE LAWS (NON PENAL LA,1
2008,1,4,PETIT LARCENY,240
2008,1,4,POSSESSION OF STOLEN PROPERTY,9
2008,1,4,RAPE,6
2008,1,4,ROBBERY,61
2008,1,4,SEX CRIMES,13
2008,1,4,THEFT-FRAUD,19
2008,1,4,UNAUTHORIZED USE OF A VEHICLE,6
2008,1,4,VEHICLE AND TRAFFIC LAWS,14
2008,1,5,ADMINISTRATIVE CODE,4
2008,1,5,ARSON,9
2008,1,5,ASSAULT 3 & RELATED OFFENSES,126
2008,1,5,BURGLAR'S TOOLS,1
2008,1,5,BURGLARY,50
2008,1,5,CRIMINAL MISCHIEF & RELATED OF,152
2008,1,5,CRIMINAL TRESPASS,30
2008,1,5,DANGEROUS DRUGS,169
2008,1,5,DANGEROUS WEAPONS,45
2008,1,5,FELONY ASSAULT,50
2008,1,5,FORGERY,18
2008,1,5,FRAUDS,6
2008,1,5,FRAUDULENT ACCOSTING,2
2008,1,5,GRAND LARCENY,126
2008,1,5,GRAND LARCENY OF MOTOR VEHICLE,43
2008,1,5,HARRASSMENT 2,159
2008,1,5,INTOXICATED & IMPAIRED DRIVING,41
2008,1,5,KIDNAPPING & RELATED OFFENSES,2
2008,1,5,MISCELLANEOUS PENAL LAW,24
2008,1,5,MURDER & NON-NEGL. MANSLAUGHTER,3
2008,1,5,OFF. AGNST PUB ORD SENSBLTY &,92
2008,1,5,OFFENSES AGAINST PUBLIC ADMINI,33
2008,1,5,OFFENSES INVOLVING FRAUD,2
2008,1,5,OTHER OFFENSES RELATED TO THEF,2
2008,1,5,PETIT LARCENY,216
2008,1,5,POSSESSION OF STOLEN PROPERTY,6
2008,1,5,RAPE,4
2008,1,5,ROBBERY,66
2008,1,5,SEX CRIMES,12
2008,1,5,THEFT-FRAUD,19
2008,1,5,UNAUTHORIZED USE OF A VEHICLE,5
2008,1,5,VEHICLE AND TRAFFIC LAWS,13
2008,1,6,ADMINISTRATIVE CODE,1
2008,1,6,ARSON,10
2008,1,6,ASSAULT 3 & RELATED OFFENSES,127
2008,1,6,BURGLARY,43
2008,1,6,CRIMINAL MISCHIEF & RELATED OF,166
2008,1,6,CRIMINAL TRESPASS,17
2008,1,6,DANGEROUS DRUGS,65
2008,1,6,DANGEROUS WEAPONS,26
2008,1,6,FELONY ASSAULT,50
2008,1,6,FORGERY,12
2008,1,6,FRAUDS,2
2008,1,6,GAMBLING,1
2008,1,6,GRAND LARCENY,95
2008,1,6,GRAND LARCENY OF MOTOR VEHICLE,22
2008,1,6,HARRASSMENT 2,176
2008,1,6,INTOXICATED & IMPAIRED DRIVING,35
2008,1,6,MISCELLANEOUS PENAL LAW,23
2008,1,6,MURDER & NON-NEGL. MANSLAUGHTER,1
2008,1,6,OFF. AGNST PUB ORD SENSBLTY &,80
2008,1,6,OFFENSES AGAINST PUBLIC ADMINI,24
2008,1,6,OFFENSES AGAINST THE PERSON,1
2008,1,6,OFFENSES INVOLVING FRAUD,3
2008,1,6,OTHER OFFENSES RELATED TO THEF,3
2008,1,6,PETIT LARCENY,183
2008,1,6,POSSESSION OF STOLEN PROPERTY,6
2008,1,6,RAPE,2
2008,1,6,ROBBERY,73
2008,1,6,SEX CRIMES,9
2008,1,6,THEFT-FRAUD,9
2008,1,6,UNAUTHORIZED USE OF A VEHICLE,4
2008,1,6,VEHICLE AND TRAFFIC LAWS,7
2008,1,7,ADMINISTRATIVE CODE,1
2008,1,7,ARSON,11
2008,1,7,ASSAULT 3 & RELATED OFFENSES,157
2008,1,7,BURGLARY,71
2008,1,7,CRIMINAL MISCHIEF & RELATED OF,141
2008,1,7,CRIMINAL TRESPASS,23
2008,1,7,DANGEROUS DRUGS,69
2008,1,7,DANGEROUS WEAPONS,20
2008,1,7,ESCAPE 3,1
2008,1,7,FELONY ASSAULT,46
2008,1,7,FORGERY,14
2008,1,7,FRAUDS,8
2008,1,7,FRAUDULENT ACCOSTING,1
2008,1,7,GRAND LARCENY,120
2008,1,7,GRAND LARCENY OF MOTOR VEHICLE,34
2008,1,7,HARRASSMENT 2,176
2008,1,7,INTOXICATED & IMPAIRED DRIVING,11
2008,1,7,MISCELLANEOUS PENAL LAW,36
2008,1,7,MURDER & NON-NEGL. MANSLAUGHTER,1
2008,1,7,NYS LAWS-UNCLASSIFIED FELONY,1
2008,1,7,OFF. AGNST PUB ORD SENSBLTY &,99
2008,1,7,OFFENSES AGAINST PUBLIC ADMINI,28
2008,1,7,OFFENSES AGAINST THE PERSON,4
2008,1,7,OFFENSES INVOLVING FRAUD,1
2008,1,7,OTHER OFFENSES RELATED TO THEF,2
2008,1,7,OTHER STATE LAWS (NON PENAL LA,1
2008,1,7,PETIT LARCENY,241
2008,1,7,POSSESSION OF STOLEN PROPERTY,8
2008,1,7,RAPE,4
2008,1,7,ROBBERY,73
2008,1,7,SEX CRIMES,13
2008,1,7,THEFT-FRAUD,19
2008,1,7,UNAUTHORIZED USE OF A VEHICLE,1
2008,1,7,VEHICLE AND TRAFFIC LAWS,9
2008,1,8,ADMINISTRATIVE CODE,2
2008,1,8,ARSON,5
2008,1,8,ASSAULT 3 & RELATED OFFENSES,139
2008,1,8,BURGLARY,74
2008,1,8,CRIMINAL MISCHIEF & RELATED OF,140
2008,1,8,CRIMINAL TRESPASS,39
2008,1,8,DANGEROUS DRUGS,170
2008,1,8,DANGEROUS WEAPONS,56
2008,1,8,FELONY ASSAULT,36
2008,1,8,FORGERY,23
2008,1,8,FRAUDS,7
2008,1,8,GRAND LARCENY,129
2008,1,8,GRAND LARCENY OF MOTOR VEHICLE,37
2008,1,8,HARRASSMENT 2,179
2008,1,8,INTOXICATED & IMPAIRED DRIVING,10
2008,1,8,KIDNAPPING & RELATED OFFENSES,1
2008,1,8,MISCELLANEOUS PENAL LAW,31
2008,1,8,NYS LAWS-UNCLASSIFIED FELONY,2
2008,1,8,OFF. AGNST PUB ORD SENSBLTY &,86
2008,1,8,OFFENSES AGAINST PUBLIC ADMINI,39
2008,1,8,OFFENSES AGAINST THE PERSON,4
2008,1,8,OFFENSES INVOLVING FRAUD,3
2008,1,8,OTHER OFFENSES RELATED TO THEF,3
2008,1,8,OTHER STATE LAWS (NON PENAL LA,2
2008,1,8,PETIT LARCENY,226
2008,1,8,POSSESSION OF STOLEN PROPERTY,9
2008,1,8,RAPE,6
2008,1,8,ROBBERY,70
2008,1,8,SEX CRIMES,14
2008,1,8,THEFT-FRAUD,33
2008,1,8,UNAUTHORIZED USE OF A VEHICLE,2
2008,1,8,VEHICLE AND TRAFFIC LAWS,7
2008,1,9,ADMINISTRATIVE CODE,1
2008,1,9,ARSON,5
2008,1,9,ASSAULT 3 & RELATED OFFENSES,116
2008,1,9,BURGLAR'S TOOLS,1
2008,1,9,BURGLARY,68
2008,1,9,CHILD ABANDONMENT/NON SUPPORT,1
2008,1,9,CRIMINAL MISCHIEF & RELATED OF,160
2008,1,9,CRIMINAL TRESPASS,50
2008,1,9,DANGEROUS DRUGS,174
2008,1,9,DANGEROUS WEAPONS,43
2008,1,9,FELONY ASSAULT,26
2008,1,9,FORGERY,19
2008,1,9,FRAUDS,7
2008,1,9,GRAND LARCENY,116
2008,1,9,GRAND LARCENY OF MOTOR VEHICLE,40
2008,1,9,HARRASSMENT 2,156
2008,1,9,INTOXICATED & IMPAIRED DRIVING,13
2008,1,9,MISCELLANEOUS PENAL LAW,34
2008,1,9,NYS LAWS-UNCLASSIFIED FELONY,1
2008,1,9,OFF. AGNST PUB ORD SENSBLTY &,92
2008,1,9,OFFENSES AGAINST PUBLIC ADMINI,32
2008,1,9,OFFENSES AGAINST THE PERSON,3
2008,1,9,OFFENSES INVOLVING FRAUD,5
2008,1,9,OTHER OFFENSES RELATED TO THEF,1
2008,1,9,OTHER STATE LAWS (NON PENAL LA,3
2008,1,9,PETIT LARCENY,210
2008,1,9,POSSESSION OF STOLEN PROPERTY,4
2008,1,9,RAPE,4
2008,1,9,ROBBERY,55
2008,1,9,SEX CRIMES,14
2008,1,9,THEFT-FRAUD,15
2008,1,9,UNAUTHORIZED USE OF A VEHICLE,7
2008,1,9,VEHICLE AND TRAFFIC LAWS,10
2008,1,10,ADMINISTRATIVE CODE,1
2008,1,10,ARSON,3
2008,1,10,ASSAULT 3 & RELATED OFFENSES,144
2008,1,10,BURGLAR'S TOOLS,2
2008,1,10,BURGLARY,57
2008,1,10,CRIMINAL MISCHIEF & RELATED OF,161
2008,1,10,CRIMINAL TRESPASS,35
2008,1,10,DANGEROUS DRUGS,170
2008,1,10,DANGEROUS WEAPONS,50
2008,1,10,FELONY ASSAULT,51
2008,1,10,FORGERY,18
2008,1,10,FRAUDS,8
2008,1,10,GRAND LARCENY,146
2008,1,10,GRAND LARCENY OF MOTOR VEHICLE,36
2008,1,10,HARRASSMENT 2,219
2008,1,10,INTOXICATED & IMPAIRED DRIVING,22
2008,1,10,LOITERING FOR DRUG PURPOSES,2
2008,1,10,MISCELLANEOUS PENAL LAW,36
2008,1,10,MURDER & NON-NEGL. MANSLAUGHTER,3
2008,1,10,NYS LAWS-UNCLASSIFIED FELONY,1
2008,1,10,OFF. AGNST PUB ORD SENSBLTY &,85
2008,1,10,OFFENSES AGAINST PUBLIC ADMINI,28
2008,1,10,OFFENSES AGAINST THE PERSON,4
2008,1,10,OFFENSES INVOLVING FRAUD,7
2008,1,10,OTHER OFFENSES RELATED TO THEF,3
2008,1,10,OTHER STATE LAWS (NON PENAL LA,4
2008,1,10,PETIT LARCENY,241
2008,1,10,POSSESSION OF STOLEN PROPERTY,11
2008,1,10,RAPE,2
2008,1,10,ROBBERY,70
2008,1,10,SEX CRIMES,16
2008,1,10,THEFT-FRAUD,23
2008,1,10,UNAUTHORIZED USE OF A VEHICLE,5
2008,1,10,VEHICLE AND TRAFFIC LAWS,14
2008,1,11,ADMINISTRATIVE CODE,2
2008,1,11,ARSON,3
2008,1,11,ASSAULT 3 & RELATED OFFENSES,134
2008,1,11,BURGLARY,76
2008,1,11,CHILD ABANDONMENT/NON SUPPORT,1
2008,1,11,CRIMINAL MISCHIEF & RELATED OF,172
2008,1,11,CRIMINAL TRESPASS,44
2008,1,11,DANGEROUS DRUGS,170
2008,1,11,DANGEROUS WEAPONS,46
2008,1,11,FELONY ASSAULT,50
2008,1,11,FORGERY,16
2008,1,11,FRAUDS,9
2008,1,11,FRAUDULENT ACCOSTING,3
2008,1,11,GRAND LARCENY,119
2008,1,11,GRAND LARCENY OF MOTOR VEHICLE,36
2008,1,11,HARRASSMENT 2,154
2008,1,11,INTOXICATED & IMPAIRED DRIVING,35
2008,1,11,KIDNAPPING & RELATED OFFENSES,2
2008,1,11,MISCELLANEOUS PENAL LAW,33
2008,1,11,OFF. AGNST PUB ORD SENSBLTY &,88
2008,1,11,OFFENSES AGAINST PUBLIC ADMINI,35
2008,1,11,OFFENSES AGAINST THE PERSON,4
2008,1,11,OFFENSES INVOLVING FRAUD,3
2008,1,11,OTHER OFFENSES RELATED TO THEF,4
2008,1,11,OTHER STATE LAWS (NON PENAL LA,3
2008,1,11,PETIT LARCENY,255
2008,1,11,POSSESSION OF STOLEN PROPERTY,6
2008,1,11,RAPE,2
2008,1,11,ROBBERY,88
2008,1,11,SEX CRIMES,14
2008,1,11,THEFT-FRAUD,18
2008,1,11,UNAUTHORIZED USE OF A VEHICLE,3
2008,1,11,VEHICLE AND TRAFFIC LAWS,24
2008,1,12,ADMINISTRATIVE CODE,4
2008,1,12,ALCOHOLIC BEVERAGE CONTROL LAW,1
2008,1,12,ARSON,5
2008,1,12,ASSAULT 3 & RELATED OFFENSES,125
2008,1,12,BURGLAR'S TOOLS,1
2008,1,12,BURGLARY,49
2008,1,12,CRIMINAL MISCHIEF & RELATED OF,160
2008,1,12,CRIMINAL TRESPASS,50
2008,1,12,DANGEROUS DRUGS,150
2008,1,12,DANGEROUS WEAPONS,57
2008,1,12,FELONY ASSAULT,35
2008,1,12,FORGERY,20
2008,1,12,FRAUDS,4
2008,1,12,FRAUDULENT ACCOSTING,2
2008,1,12,GRAND LARCENY,119
2008,1,12,GRAND LARCENY OF MOTOR VEHICLE,28
2008,1,12,HARRASSMENT 2,170
2008,1,12,INTOXICATED & IMPAIRED DRIVING,39
2008,1,12,KIDNAPPING & RELATED OFFENSES,1
2008,1,12,MISCELLANEOUS PENAL LAW,32
2008,1,12,MURDER & NON-NEGL. MANSLAUGHTER,1
2008,1,12,NYS LAWS-UNCLASSIFIED FELONY,1
2008,1,12,OFF. AGNST PUB ORD SENSBLTY &,86
2008,1,12,OFFENSES AGAINST PUBLIC ADMINI,40
2008,1,12,OFFENSES AGAINST THE PERSON,5
2008,1,12,OFFENSES INVOLVING FRAUD,8
2008,1,12,OTHER OFFENSES RELATED TO THEF,3
2008,1,12,OTHER STATE LAWS (NON PENAL LA,1
2008,1,12,PETIT LARCENY,222
2008,1,12,PETIT LARCENY OF MOTOR VEHICLE,1
2008,1,12,POSSESSION OF STOLEN PROPERTY,10
2008,1,12,PROSTITUTION & RELATED OFFENSES,1
2008,1,12,RAPE,1
2008,1,12,ROBBERY,62
2008,1,12,SEX CRIMES,2
2008,1,12,THEFT-FRAUD,8
2008,1,12,UNAUTHORIZED USE OF A VEHICLE,3
2008,1,12,UNLAWFUL POSS. WEAP. ON SCHOOL,1
2008,1,12,VEHICLE AND TRAFFIC LAWS,5
2008,1,13,ADMINISTRATIVE CODE,1
2008,1,13,ARSON,9
2008,1,13,ASSAULT 3 & RELATED OFFENSES,152
2008,1,13,BURGLARY,45
2008,1,13,CRIMINAL MISCHIEF & RELATED OF,135
2008,1,13,CRIMINAL TRESPASS,35
2008,1,13,DANGEROUS DRUGS,86
2008,1,13,DANGEROUS WEAPONS,39
2008,1,13,FELONY ASSAULT,73
2008,1,13,FORGERY,6
2008,1,13,FRAUDS,8
2008,1,13,GRAND LARCENY,99
2008,1,13,GRAND LARCENY OF MOTOR VEHICLE,35
2008,1,13,HARRASSMENT 2,129
2008,1,13,INTOXICATED & IMPAIRED DRIVING,46
2008,1,13,"LOITERING/GAMBLING (CARDS, DIC",1
2008,1,13,MISCELLANEOUS PENAL LAW,27
2008,1,13,MURDER & NON-NEGL. MANSLAUGHTER,3
2008,1,13,NYS LAWS-UNCLASSIFIED FELONY,1
2008,1,13,OFF. AGNST PUB ORD SENSBLTY &,77
2008,1,13,OFFENSES AGAINST PUBLIC ADMINI,30
2008,1,13,OFFENSES AGAINST THE PERSON,3
2008,1,13,OFFENSES INVOLVING FRAUD,1
2008,1,13,OTHER OFFENSES RELATED TO THEF,4
2008,1,13,PETIT LARCENY,219
2008,1,13,POSSESSION OF STOLEN PROPERTY,3
2008,1,13,RAPE,4
2008,1,13,ROBBERY,40
2008,1,13,SEX CRIMES,14
2008,1,13,THEFT-FRAUD,3
2008,1,13,UNAUTHORIZED USE OF A VEHICLE,1
2008,1,13,VEHICLE AND TRAFFIC LAWS,11
2008,1,14,ADMINISTRATIVE CODE,4
2008,1,14,ADMINISTRATIVE CODES,1
2008,1,14,ARSON,4
2008,1,14,ASSAULT 3 & RELATED OFFENSES,138
2008,1,14,BURGLAR'S TOOLS,1
2008,1,14,BURGLARY,42
2008,1,14,CRIMINAL MISCHIEF & RELATED OF,138
2008,1,14,CRIMINAL TRESPASS,29
2008,1,14,DANGEROUS DRUGS,64
2008,1,14,DANGEROUS WEAPONS,30
2008,1,14,FELONY ASSAULT,35
2008,1,14,FORGERY,10
2008,1,14,FRAUDS,3
2008,1,14,GAMBLING,1
2008,1,14,GRAND LARCENY,118
2008,1,14,GRAND LARCENY OF MOTOR VEHICLE,23
2008,1,14,HARRASSMENT 2,189
2008,1,14,INTOXICATED & IMPAIRED DRIVING,15
2008,1,14,MISCELLANEOUS PENAL LAW,27
2008,1,14,MURDER & NON-NEGL. MANSLAUGHTER,1
2008,1,14,OFF. AGNST PUB ORD SENSBLTY &,93
2008,1,14,OFFENSES AGAINST PUBLIC ADMINI,28
2008,1,14,OFFENSES AGAINST THE PERSON,3
2008,1,14,OFFENSES INVOLVING FRAUD,4
2008,1,14,OTHER OFFENSES RELATED TO THEF,1
2008,1,14,OTHER STATE LAWS (NON PENAL LA,2
2008,1,14,PETIT LARCENY,244
2008,1,14,PETIT LARCENY OF MOTOR VEHICLE,1
2008,1,14,POSSESSION OF STOLEN PROPERTY,4
2008,1,14,RAPE,4
2008,1,14,ROBBERY,72
2008,1,14,SEX CRIMES,13
2008,1,14,THEFT-FRAUD,21
2008,1,14,UNAUTHORIZED USE OF A VEHICLE,6
2008,1,14,VEHICLE AND TRAFFIC LAWS,16
2008,1,15,ADMINISTRATIVE CODE,3
2008,1,15,ALCOHOLIC BEVERAGE CONTROL LAW,1
2008,1,15,ARSON,4
2008,1,15,ASSAULT 3 & RELATED OFFENSES,124
2008,1,15,BURGLAR'S TOOLS,2
2008,1,15,BURGLARY,47
2008,1,15,CRIMINAL MISCHIEF & RELATED OF,138
2008,1,15,CRIMINAL TRESPASS,38
2008,1,15,DANGEROUS DRUGS,140
2008,1,15,DANGEROUS WEAPONS,44
2008,1,15,FELONY ASSAULT,27
2008,1,15,FORGERY,17
2008,1,15,FRAUDS,12
2008,1,15,GRAND LARCENY,138
2008,1,15,GRAND LARCENY OF MOTOR VEHICLE,37
2008,1,15,HARRASSMENT 2,173
2008,1,15,INTOXICATED & IMPAIRED DRIVING,9
2008,1,15,JOSTLING,1
2008,1,15,KIDNAPPING & RELATED OFFENSES,1
2008,1,15,MISCELLANEOUS PENAL LAW,34
2008,1,15,MURDER & NON-NEGL. MANSLAUGHTER,1
2008,1,15,OFF. AGNST PUB ORD SENSBLTY &,100
2008,1,15,OFFENSES AGAINST PUBLIC ADMINI,19
2008,1,15,OFFENSES AGAINST THE PERSON,2
2008,1,15,OFFENSES INVOLVING FRAUD,1
2008,1,15,OTHER OFFENSES RELATED TO THEF,4
2008,1,15,OTHER STATE LAWS (NON PENAL LA,1
2008,1,15,PETIT LARCENY,233
2008,1,15,POSSESSION OF STOLEN PROPERTY,10
2008,1,15,RAPE,4
2008,1,15,ROBBERY,59
2008,1,15,SEX CRIMES,17
2008,1,15,THEFT-FRAUD,30
2008,1,15,UNAUTHORIZED USE OF A VEHICLE,4
2008,1,15,VEHICLE AND TRAFFIC LAWS,8
2008,1,16,ADMINISTRATIVE CODE,3
2008,1,16,ARSON,9
2008,1,16,ASSAULT 3 & RELATED OFFENSES,114
2008,1,16,BURGLAR'S TOOLS,1
2008,1,16,BURGLARY,63
2008,1,16,CRIMINAL MISCHIEF & RELATED OF,139
2008,1,16,CRIMINAL TRESPASS,40
2008,1,16,DANGEROUS DRUGS,145
2008,1,16,DANGEROUS WEAPONS,55
2008,1,16,FELONY ASSAULT,26
2008,1,16,FORGERY,11
2008,1,16,FRAUDS,10
2008,1,16,FRAUDULENT ACCOSTING,1
2008,1,16,GRAND LARCENY,117
2008,1,16,GRAND LARCENY OF MOTOR VEHICLE,31
2008,1,16,HARRASSMENT 2,179
2008,1,16,INTOXICATED & IMPAIRED DRIVING,13
2008,1,16,KIDNAPPING & RELATED OFFENSES,1
2008,1,16,MISCELLANEOUS PENAL LAW,29
2008,1,16,MURDER & NON-NEGL. MANSLAUGHTER,1
2008,1,16,NYS LAWS-UNCLASSIFIED FELONY,1
2008,1,16,OFF. AGNST PUB ORD SENSBLTY &,84
2008,1,16,OFFENSES AGAINST PUBLIC ADMINI,31
2008,1,16,OFFENSES AGAINST THE PERSON,4
2008,1,16,OFFENSES INVOLVING FRAUD,4
2008,1,16,OTHER OFFENSES RELATED TO THEF,4
2008,1,16,OTHER STATE LAWS (NON PENAL LA,3
2008,1,16,PETIT LARCENY,236
2008,1,16,POSSESSION OF STOLEN PROPERTY,9
2008,1,16,RAPE,3
2008,1,16,ROBBERY,73
2008,1,16,SEX CRIMES,11
2008,1,16,THEFT-FRAUD,18
2008,1,16,UNAUTHORIZED USE OF A VEHICLE,5
2008,1,16,VEHICLE AND TRAFFIC LAWS,15
2008,1,17,ADMINISTRATIVE CODE,3
2008,1,17,ARSON,5
2008,1,17,ASSAULT 3 & RELATED OFFENSES,135
2008,1,17,BURGLAR'S TOOLS,2
2008,1,17,BURGLARY,70
2008,1,17,CRIMINAL MISCHIEF & RELATED OF,151
2008,1,17,CRIMINAL TRESPASS,46
2008,1,17,DANGEROUS DRUGS,150
2008,1,17,DANGEROUS WEAPONS,45
2008,1,17,FELONY ASSAULT,26
2008,1,17,FORGERY,27
2008,1,17,FRAUDS,11
2008,1,17,GRAND LARCENY,118
2008,1,17,GRAND LARCENY OF MOTOR VEHICLE,29
2008,1,17,HARRASSMENT 2,178
2008,1,17,INTOXICATED & IMPAIRED DRIVING,21
2008,1,17,KIDNAPPING & RELATED OFFENSES,2
2008,1,17,MISCELLANEOUS PENAL LAW,21
2008,1,17,NYS LAWS-UNCLASSIFIED FELONY,2
2008,1,17,OFF. AGNST PUB ORD SENSBLTY &,91
2008,1,17,OFFENSES AGAINST PUBLIC ADMINI,39
2008,1,17,OFFENSES INVOLVING FRAUD,4
2008,1,17,OTHER OFFENSES RELATED TO THEF,3
2008,1,17,PETIT LARCENY,209
2008,1,17,POSSESSION OF STOLEN PROPERTY,11
2008,1,17,RAPE,2
2008,1,17,ROBBERY,57
2008,1,17,SEX CRIMES,15
2008,1,17,THEFT-FRAUD,26
2008,1,17,UNAUTHORIZED USE OF A VEHICLE,1
2008,1,17,VEHICLE AND TRAFFIC LAWS,17
2008,1,18,ADMINISTRATIVE CODE,4
2008,1,18,ARSON,3
2008,1,18,ASSAULT 3 & RELATED OFFENSES,128
2008,1,18,BURGLAR'S TOOLS,1
