year,msa,offense_category,count
2009.0,"Anderson, SC M.S.A.",murder_and_nonnegligent_manslaughter,9.0
2009.0,"Anderson, SC M.S.A.",robbery,184.0
2009.0,"Ann Arbor, MI M.S.A.1",aggravated_assault,735.0
2009.0,"Ann Arbor, MI M.S.A.1",burglary,2400.0
2009.0,"Ann Arbor, MI M.S.A.1",forcible_rape,158.0
2009.0,"Ann Arbor, MI M.S.A.1",larceny_theft,6400.0
2009.0,"Ann Arbor, MI M.S.A.1",motor_vehicle_theft,548.0
2009.0,"Ann Arbor, MI M.S.A.1",murder_and_nonnegligent_manslaughter,6.0
2009.0,"Ann Arbor, MI M.S.A.1",robbery,223.0
2009.0,"Anniston-Oxford, AL M.S.A.",aggravated_assault,588.0
2009.0,"Anniston-Oxford, AL M.S.A.",burglary,1832.0
2009.0,"Anniston-Oxford, AL M.S.A.",forcible_rape,63.0
2009.0,"Anniston-Oxford, AL M.S.A.",larceny_theft,3365.0
2009.0,"Anniston-Oxford, AL M.S.A.",motor_vehicle_theft,269.0
2009.0,"Anniston-Oxford, AL M.S.A.",murder_and_nonnegligent_manslaughter,6.0
2009.0,"Anniston-Oxford, AL M.S.A.",robbery,172.0
2009.0,"Appleton, WI M.S.A.",aggravated_assault,184.0
2009.0,"Appleton, WI M.S.A.",burglary,619.0
2009.0,"Appleton, WI M.S.A.",forcible_rape,38.0
2009.0,"Appleton, WI M.S.A.",larceny_theft,3621.0
2009.0,"Appleton, WI M.S.A.",motor_vehicle_theft,137.0
2009.0,"Appleton, WI M.S.A.",murder_and_nonnegligent_manslaughter,3.0
2009.0,"Appleton, WI M.S.A.",robbery,28.0
2009.0,"Asheville, NC M.S.A.",aggravated_assault,578.0
2009.0,"Asheville, NC M.S.A.",burglary,3059.0
2009.0,"Asheville, NC M.S.A.",forcible_rape,91.0
2009.0,"Asheville, NC M.S.A.",larceny_theft,6276.0
2009.0,"Asheville, NC M.S.A.",motor_vehicle_theft,733.0
2009.0,"Asheville, NC M.S.A.",murder_and_nonnegligent_manslaughter,11.0
2009.0,"Asheville, NC M.S.A.",robbery,260.0
2009.0,"Athens-Clarke County, GA M.S.A.",aggravated_assault,486.0
2009.0,"Athens-Clarke County, GA M.S.A.",burglary,2346.0
2009.0,"Athens-Clarke County, GA M.S.A.",forcible_rape,53.0
2009.0,"Athens-Clarke County, GA M.S.A.",larceny_theft,4852.0
2009.0,"Athens-Clarke County, GA M.S.A.",motor_vehicle_theft,364.0
2009.0,"Athens-Clarke County, GA M.S.A.",murder_and_nonnegligent_manslaughter,11.0
2009.0,"Athens-Clarke County, GA M.S.A.",robbery,170.0
2009.0,"Atlanta-Sandy Springs-Marietta, GA M.S.A.",aggravated_assault,12969.0
2009.0,"Atlanta-Sandy Springs-Marietta, GA M.S.A.",burglary,54131.0
2009.0,"Atlanta-Sandy Springs-Marietta, GA M.S.A.",forcible_rape,1168.0
2009.0,"Atlanta-Sandy Springs-Marietta, GA M.S.A.",larceny_theft,118083.0
2009.0,"Atlanta-Sandy Springs-Marietta, GA M.S.A.",motor_vehicle_theft,22034.0
2009.0,"Atlanta-Sandy Springs-Marietta, GA M.S.A.",murder_and_nonnegligent_manslaughter,325.0
2009.0,"Atlanta-Sandy Springs-Marietta, GA M.S.A.",robbery,9669.0
2009.0,"Atlantic City-Hammonton, NJ M.S.A.",aggravated_assault,756.0
2009.0,"Atlantic City-Hammonton, NJ M.S.A.",burglary,1776.0
2009.0,"Atlantic City-Hammonton, NJ M.S.A.",forcible_rape,60.0
2009.0,"Atlantic City-Hammonton, NJ M.S.A.",larceny_theft,7148.0
2009.0,"Atlantic City-Hammonton, NJ M.S.A.",motor_vehicle_theft,374.0
2009.0,"Atlantic City-Hammonton, NJ M.S.A.",murder_and_nonnegligent_manslaughter,24.0
2009.0,"Atlantic City-Hammonton, NJ M.S.A.",robbery,625.0
2009.0,"Auburn-Opelika, AL M.S.A.2",aggravated_assault,NA
2009.0,"Auburn-Opelika, AL M.S.A.2",burglary,NA
2009.0,"Auburn-Opelika, AL M.S.A.2",forcible_rape,55.0
2009.0,"Auburn-Opelika, AL M.S.A.2",larceny_theft,3929.0
2009.0,"Auburn-Opelika, AL M.S.A.2",motor_vehicle_theft,NA
2009.0,"Auburn-Opelika, AL M.S.A.2",murder_and_nonnegligent_manslaughter,9.0
2009.0,"Auburn-Opelika, AL M.S.A.2",robbery,148.0
2009.0,"Augusta-Richmond County, GA-SC M.S.A.",aggravated_assault,963.0
2009.0,"Augusta-Richmond County, GA-SC M.S.A.",burglary,6679.0
2009.0,"Augusta-Richmond County, GA-SC M.S.A.",forcible_rape,212.0
2009.0,"Augusta-Richmond County, GA-SC M.S.A.",larceny_theft,15855.0
2009.0,"Augusta-Richmond County, GA-SC M.S.A.",motor_vehicle_theft,2402.0
2009.0,"Augusta-Richmond County, GA-SC M.S.A.",murder_and_nonnegligent_manslaughter,42.0
2009.0,"Augusta-Richmond County, GA-SC M.S.A.",robbery,1010.0
2009.0,"Austin-Round Rock-San Marcos, TX M.S.A.",aggravated_assault,3908.0
2009.0,"Austin-Round Rock-San Marcos, TX M.S.A.",burglary,13403.0
2009.0,"Austin-Round Rock-San Marcos, TX M.S.A.",forcible_rape,455.0
2009.0,"Austin-Round Rock-San Marcos, TX M.S.A.",larceny_theft,52199.0
2009.0,"Austin-Round Rock-San Marcos, TX M.S.A.",motor_vehicle_theft,3042.0
2009.0,"Austin-Round Rock-San Marcos, TX M.S.A.",murder_and_nonnegligent_manslaughter,41.0
2009.0,"Austin-Round Rock-San Marcos, TX M.S.A.",robbery,1670.0
2009.0,"Bakersfield-Delano, CA M.S.A.",aggravated_assault,3281.0
2009.0,"Bakersfield-Delano, CA M.S.A.",burglary,9413.0
2009.0,"Bakersfield-Delano, CA M.S.A.",forcible_rape,205.0
2009.0,"Bakersfield-Delano, CA M.S.A.",larceny_theft,17034.0
2009.0,"Bakersfield-Delano, CA M.S.A.",motor_vehicle_theft,4998.0
2009.0,"Bakersfield-Delano, CA M.S.A.",murder_and_nonnegligent_manslaughter,75.0
2009.0,"Bakersfield-Delano, CA M.S.A.",robbery,1331.0
2009.0,"Baltimore-Towson, MD M.S.A.",aggravated_assault,12114.0
2009.0,"Baltimore-Towson, MD M.S.A.",burglary,18191.0
2009.0,"Baltimore-Towson, MD M.S.A.",forcible_rape,552.0
2009.0,"Baltimore-Towson, MD M.S.A.",larceny_theft,61555.0
2009.0,"Baltimore-Towson, MD M.S.A.",motor_vehicle_theft,9018.0
2009.0,"Baltimore-Towson, MD M.S.A.",murder_and_nonnegligent_manslaughter,298.0
2009.0,"Baltimore-Towson, MD M.S.A.",robbery,6492.0
2009.0,"Bangor, ME M.S.A.",aggravated_assault,43.0
2009.0,"Bangor, ME M.S.A.",burglary,946.0
2009.0,"Bangor, ME M.S.A.",forcible_rape,21.0
2009.0,"Bangor, ME M.S.A.",larceny_theft,3954.0
2009.0,"Bangor, ME M.S.A.",motor_vehicle_theft,127.0
2009.0,"Bangor, ME M.S.A.",murder_and_nonnegligent_manslaughter,4.0
2009.0,"Bangor, ME M.S.A.",robbery,56.0
2009.0,"Barnstable Town, MA M.S.A.",aggravated_assault,825.0
2009.0,"Barnstable Town, MA M.S.A.",burglary,2704.0
2009.0,"Barnstable Town, MA M.S.A.",forcible_rape,76.0
2009.0,"Barnstable Town, MA M.S.A.",larceny_theft,4088.0
2009.0,"Barnstable Town, MA M.S.A.",motor_vehicle_theft,214.0
2009.0,"Barnstable Town, MA M.S.A.",murder_and_nonnegligent_manslaughter,4.0
2009.0,"Barnstable Town, MA M.S.A.",robbery,139.0
2009.0,"Baton Rouge, LA M.S.A.",aggravated_assault,3555.0
2009.0,"Baton Rouge, LA M.S.A.",burglary,8791.0
2009.0,"Baton Rouge, LA M.S.A.",forcible_rape,157.0
2009.0,"Baton Rouge, LA M.S.A.",larceny_theft,22294.0
2009.0,"Baton Rouge, LA M.S.A.",motor_vehicle_theft,1960.0
2009.0,"Baton Rouge, LA M.S.A.",murder_and_nonnegligent_manslaughter,109.0
2009.0,"Baton Rouge, LA M.S.A.",robbery,1577.0
2009.0,"Battle Creek, MI M.S.A.1",aggravated_assault,657.0
2009.0,"Battle Creek, MI M.S.A.1",burglary,1666.0
2009.0,"Battle Creek, MI M.S.A.1",forcible_rape,87.0
2009.0,"Battle Creek, MI M.S.A.1",larceny_theft,3478.0
2009.0,"Battle Creek, MI M.S.A.1",motor_vehicle_theft,199.0
2009.0,"Battle Creek, MI M.S.A.1",murder_and_nonnegligent_manslaughter,14.0
2009.0,"Battle Creek, MI M.S.A.1",robbery,169.0
2009.0,"Bay City, MI M.S.A.1",aggravated_assault,203.0
2009.0,"Bay City, MI M.S.A.1",burglary,601.0
2009.0,"Bay City, MI M.S.A.1",forcible_rape,73.0
2009.0,"Bay City, MI M.S.A.1",larceny_theft,1887.0
2009.0,"Bay City, MI M.S.A.1",motor_vehicle_theft,107.0
2009.0,"Bay City, MI M.S.A.1",murder_and_nonnegligent_manslaughter,3.0
2009.0,"Bay City, MI M.S.A.1",robbery,58.0
2009.0,"Beaumont-Port Arthur, TX M.S.A.",aggravated_assault,1198.0
2009.0,"Beaumont-Port Arthur, TX M.S.A.",burglary,4363.0
2009.0,"Beaumont-Port Arthur, TX M.S.A.",forcible_rape,165.0
2009.0,"Beaumont-Port Arthur, TX M.S.A.",larceny_theft,9658.0
2009.0,"Beaumont-Port Arthur, TX M.S.A.",motor_vehicle_theft,897.0
2009.0,"Beaumont-Port Arthur, TX M.S.A.",murder_and_nonnegligent_manslaughter,19.0
2009.0,"Beaumont-Port Arthur, TX M.S.A.",robbery,639.0
2009.0,"Bellingham, WA M.S.A.",aggravated_assault,269.0
2009.0,"Bellingham, WA M.S.A.",burglary,1400.0
2009.0,"Bellingham, WA M.S.A.",forcible_rape,76.0
2009.0,"Bellingham, WA M.S.A.",larceny_theft,5323.0
2009.0,"Bellingham, WA M.S.A.",motor_vehicle_theft,266.0
2009.0,"Bellingham, WA M.S.A.",murder_and_nonnegligent_manslaughter,8.0
2009.0,"Bellingham, WA M.S.A.",robbery,90.0
2009.0,"Bend, OR M.S.A.",aggravated_assault,274.0
2009.0,"Bend, OR M.S.A.",burglary,770.0
2009.0,"Bend, OR M.S.A.",forcible_rape,38.0
2009.0,"Bend, OR M.S.A.",larceny_theft,3149.0
2009.0,"Bend, OR M.S.A.",motor_vehicle_theft,170.0
2009.0,"Bend, OR M.S.A.",murder_and_nonnegligent_manslaughter,2.0
2009.0,"Bend, OR M.S.A.",robbery,32.0
2009.0,"Bethesda-Rockville-Frederick, MD M.D.",aggravated_assault,1529.0
2009.0,"Bethesda-Rockville-Frederick, MD M.D.",burglary,3829.0
2009.0,"Bethesda-Rockville-Frederick, MD M.D.",forcible_rape,163.0
2009.0,"Bethesda-Rockville-Frederick, MD M.D.",larceny_theft,22188.0
2009.0,"Bethesda-Rockville-Frederick, MD M.D.",motor_vehicle_theft,1999.0
2009.0,"Bethesda-Rockville-Frederick, MD M.D.",murder_and_nonnegligent_manslaughter,22.0
2009.0,"Bethesda-Rockville-Frederick, MD M.D.",robbery,1241.0
2009.0,"Billings, MT M.S.A.",aggravated_assault,242.0
2009.0,"Billings, MT M.S.A.",burglary,956.0
2009.0,"Billings, MT M.S.A.",forcible_rape,34.0
2009.0,"Billings, MT M.S.A.",larceny_theft,4387.0
2009.0,"Billings, MT M.S.A.",motor_vehicle_theft,319.0
2009.0,"Billings, MT M.S.A.",murder_and_nonnegligent_manslaughter,3.0
2009.0,"Billings, MT M.S.A.",robbery,76.0
2009.0,"Binghamton, NY M.S.A.",aggravated_assault,325.0
2009.0,"Binghamton, NY M.S.A.",burglary,944.0
2009.0,"Binghamton, NY M.S.A.",forcible_rape,46.0
2009.0,"Binghamton, NY M.S.A.",larceny_theft,5100.0
2009.0,"Binghamton, NY M.S.A.",motor_vehicle_theft,122.0
2009.0,"Binghamton, NY M.S.A.",murder_and_nonnegligent_manslaughter,17.0
2009.0,"Binghamton, NY M.S.A.",robbery,93.0
2009.0,"Birmingham-Hoover, AL M.S.A.",aggravated_assault,3248.0
2009.0,"Birmingham-Hoover, AL M.S.A.",burglary,13657.0
2009.0,"Birmingham-Hoover, AL M.S.A.",forcible_rape,427.0
2009.0,"Birmingham-Hoover, AL M.S.A.",larceny_theft,33003.0
2009.0,"Birmingham-Hoover, AL M.S.A.",motor_vehicle_theft,3464.0
2009.0,"Birmingham-Hoover, AL M.S.A.",murder_and_nonnegligent_manslaughter,103.0
2009.0,"Birmingham-Hoover, AL M.S.A.",robbery,2144.0
2009.0,"Bismarck, ND M.S.A.",aggravated_assault,169.0
2009.0,"Bismarck, ND M.S.A.",burglary,308.0
2009.0,"Bismarck, ND M.S.A.",forcible_rape,36.0
2009.0,"Bismarck, ND M.S.A.",larceny_theft,1771.0
2009.0,"Bismarck, ND M.S.A.",motor_vehicle_theft,160.0
2009.0,"Bismarck, ND M.S.A.",murder_and_nonnegligent_manslaughter,3.0
2009.0,"Bismarck, ND M.S.A.",robbery,13.0
2009.0,"Blacksburg-Christiansburg-Radford, VA M.S.A.",aggravated_assault,193.0
2009.0,"Blacksburg-Christiansburg-Radford, VA M.S.A.",burglary,901.0
2009.0,"Blacksburg-Christiansburg-Radford, VA M.S.A.",forcible_rape,65.0
2009.0,"Blacksburg-Christiansburg-Radford, VA M.S.A.",larceny_theft,3114.0
2009.0,"Blacksburg-Christiansburg-Radford, VA M.S.A.",motor_vehicle_theft,127.0
2009.0,"Blacksburg-Christiansburg-Radford, VA M.S.A.",murder_and_nonnegligent_manslaughter,8.0
2009.0,"Blacksburg-Christiansburg-Radford, VA M.S.A.",robbery,53.0
2009.0,"Bloomington, IN M.S.A.",aggravated_assault,330.0
2009.0,"Bloomington, IN M.S.A.",burglary,1386.0
2009.0,"Bloomington, IN M.S.A.",forcible_rape,54.0
2009.0,"Bloomington, IN M.S.A.",larceny_theft,3163.0
2009.0,"Bloomington, IN M.S.A.",motor_vehicle_theft,255.0
2009.0,"Bloomington, IN M.S.A.",murder_and_nonnegligent_manslaughter,3.0
2009.0,"Bloomington, IN M.S.A.",robbery,85.0
2009.0,"Boise City-Nampa, ID M.S.A.",aggravated_assault,1078.0
2009.0,"Boise City-Nampa, ID M.S.A.",burglary,2618.0
2009.0,"Boise City-Nampa, ID M.S.A.",forcible_rape,213.0
2009.0,"Boise City-Nampa, ID M.S.A.",larceny_theft,9005.0
2009.0,"Boise City-Nampa, ID M.S.A.",motor_vehicle_theft,490.0
2009.0,"Boise City-Nampa, ID M.S.A.",murder_and_nonnegligent_manslaughter,10.0
2009.0,"Boise City-Nampa, ID M.S.A.",robbery,126.0
2009.0,"Boston-Cambridge-Quincy, MA-NH M.S.A.",aggravated_assault,12062.0
2009.0,"Boston-Cambridge-Quincy, MA-NH M.S.A.",burglary,19006.0
2009.0,"Boston-Cambridge-Quincy, MA-NH M.S.A.",forcible_rape,983.0
2009.0,"Boston-Cambridge-Quincy, MA-NH M.S.A.",larceny_theft,70699.0
2009.0,"Boston-Cambridge-Quincy, MA-NH M.S.A.",motor_vehicle_theft,7789.0
2009.0,"Boston-Cambridge-Quincy, MA-NH M.S.A.",murder_and_nonnegligent_manslaughter,111.0
2009.0,"Boston-Cambridge-Quincy, MA-NH M.S.A.",robbery,5094.0
2009.0,"Boston-Quincy, MA M.D.",aggravated_assault,6884.0
2009.0,"Boston-Quincy, MA M.D.",burglary,8402.0
2009.0,"Boston-Quincy, MA M.D.",forcible_rape,534.0
2009.0,"Boston-Quincy, MA M.D.",larceny_theft,33260.0
2009.0,"Boston-Quincy, MA M.D.",motor_vehicle_theft,4060.0
2009.0,"Boston-Quincy, MA M.D.",murder_and_nonnegligent_manslaughter,75.0
2009.0,"Boston-Quincy, MA M.D.",robbery,3522.0
2009.0,"Boulder, CO M.S.A.",aggravated_assault,528.0
2009.0,"Boulder, CO M.S.A.",burglary,1367.0
2009.0,"Boulder, CO M.S.A.",forcible_rape,67.0
2009.0,"Boulder, CO M.S.A.",larceny_theft,5447.0
2009.0,"Boulder, CO M.S.A.",motor_vehicle_theft,320.0
2009.0,"Boulder, CO M.S.A.",murder_and_nonnegligent_manslaughter,7.0
2009.0,"Boulder, CO M.S.A.",robbery,117.0
2009.0,"Bowling Green, KY M.S.A.1",aggravated_assault,126.0
2009.0,"Bowling Green, KY M.S.A.1",burglary,842.0
2009.0,"Bowling Green, KY M.S.A.1",forcible_rape,58.0
2009.0,"Bowling Green, KY M.S.A.1",larceny_theft,2870.0
2009.0,"Bowling Green, KY M.S.A.1",motor_vehicle_theft,182.0
2009.0,"Bowling Green, KY M.S.A.1",murder_and_nonnegligent_manslaughter,3.0
2009.0,"Bowling Green, KY M.S.A.1",robbery,72.0
2009.0,"Bremerton-Silverdale, WA M.S.A.",aggravated_assault,789.0
2009.0,"Bremerton-Silverdale, WA M.S.A.",burglary,1499.0
2009.0,"Bremerton-Silverdale, WA M.S.A.",forcible_rape,169.0
2009.0,"Bremerton-Silverdale, WA M.S.A.",larceny_theft,4309.0
2009.0,"Bremerton-Silverdale, WA M.S.A.",motor_vehicle_theft,348.0
2009.0,"Bremerton-Silverdale, WA M.S.A.",murder_and_nonnegligent_manslaughter,4.0
2009.0,"Bremerton-Silverdale, WA M.S.A.",robbery,107.0
2009.0,"Bridgeport-Stamford-Norwalk, CT M.S.A.",aggravated_assault,1439.0
2009.0,"Bridgeport-Stamford-Norwalk, CT M.S.A.",burglary,3217.0
2009.0,"Bridgeport-Stamford-Norwalk, CT M.S.A.",forcible_rape,154.0
2009.0,"Bridgeport-Stamford-Norwalk, CT M.S.A.",larceny_theft,12144.0
2009.0,"Bridgeport-Stamford-Norwalk, CT M.S.A.",motor_vehicle_theft,1880.0
2009.0,"Bridgeport-Stamford-Norwalk, CT M.S.A.",murder_and_nonnegligent_manslaughter,18.0
2009.0,"Bridgeport-Stamford-Norwalk, CT M.S.A.",robbery,1181.0
2009.0,"Brownsville-Harlingen, TX M.S.A.",aggravated_assault,937.0
2009.0,"Brownsville-Harlingen, TX M.S.A.",burglary,3736.0
2009.0,"Brownsville-Harlingen, TX M.S.A.",forcible_rape,95.0
2009.0,"Brownsville-Harlingen, TX M.S.A.",larceny_theft,14544.0
2009.0,"Brownsville-Harlingen, TX M.S.A.",motor_vehicle_theft,794.0
2009.0,"Brownsville-Harlingen, TX M.S.A.",murder_and_nonnegligent_manslaughter,8.0
2009.0,"Brownsville-Harlingen, TX M.S.A.",robbery,297.0
2009.0,"Brunswick, GA M.S.A.",aggravated_assault,572.0
2009.0,"Brunswick, GA M.S.A.",burglary,1291.0
2009.0,"Brunswick, GA M.S.A.",forcible_rape,37.0
2009.0,"Brunswick, GA M.S.A.",larceny_theft,3257.0
2009.0,"Brunswick, GA M.S.A.",motor_vehicle_theft,211.0
2009.0,"Brunswick, GA M.S.A.",murder_and_nonnegligent_manslaughter,16.0
2009.0,"Brunswick, GA M.S.A.",robbery,149.0
2009.0,"Buffalo-Niagara Falls, NY M.S.A.",aggravated_assault,3269.0
2009.0,"Buffalo-Niagara Falls, NY M.S.A.",burglary,7608.0
2009.0,"Buffalo-Niagara Falls, NY M.S.A.",forcible_rape,260.0
2009.0,"Buffalo-Niagara Falls, NY M.S.A.",larceny_theft,24108.0
2009.0,"Buffalo-Niagara Falls, NY M.S.A.",motor_vehicle_theft,2282.0
2009.0,"Buffalo-Niagara Falls, NY M.S.A.",murder_and_nonnegligent_manslaughter,75.0
2009.0,"Buffalo-Niagara Falls, NY M.S.A.",robbery,2155.0
2009.0,"Burlington-South Burlington, VT M.S.A.",aggravated_assault,234.0
2009.0,"Burlington-South Burlington, VT M.S.A.",burglary,1148.0
2009.0,"Burlington-South Burlington, VT M.S.A.",forcible_rape,58.0
2009.0,"Burlington-South Burlington, VT M.S.A.",larceny_theft,5102.0
2009.0,"Burlington-South Burlington, VT M.S.A.",motor_vehicle_theft,167.0
2009.0,"Burlington-South Burlington, VT M.S.A.",murder_and_nonnegligent_manslaughter,1.0
2009.0,"Burlington-South Burlington, VT M.S.A.",robbery,39.0
2009.0,"Burlington, NC M.S.A.",aggravated_assault,457.0
2009.0,"Burlington, NC M.S.A.",burglary,1600.0
2009.0,"Burlington, NC M.S.A.",forcible_rape,48.0
2009.0,"Burlington, NC M.S.A.",larceny_theft,3841.0
2009.0,"Burlington, NC M.S.A.",motor_vehicle_theft,271.0
2009.0,"Burlington, NC M.S.A.",murder_and_nonnegligent_manslaughter,4.0
2009.0,"Burlington, NC M.S.A.",robbery,161.0
2009.0,"Cambridge-Newton-Framingham, MA M.D.",aggravated_assault,3021.0
2009.0,"Cambridge-Newton-Framingham, MA M.D.",burglary,5887.0
2009.0,"Cambridge-Newton-Framingham, MA M.D.",forcible_rape,228.0
2009.0,"Cambridge-Newton-Framingham, MA M.D.",larceny_theft,20384.0
2009.0,"Cambridge-Newton-Framingham, MA M.D.",motor_vehicle_theft,1976.0
2009.0,"Cambridge-Newton-Framingham, MA M.D.",murder_and_nonnegligent_manslaughter,18.0
2009.0,"Cambridge-Newton-Framingham, MA M.D.",robbery,943.0
2009.0,"Camden, NJ M.D.",aggravated_assault,2550.0
2009.0,"Camden, NJ M.D.",burglary,6584.0
2009.0,"Camden, NJ M.D.",forcible_rape,210.0
2009.0,"Camden, NJ M.D.",larceny_theft,22308.0
2009.0,"Camden, NJ M.D.",motor_vehicle_theft,1998.0
2009.0,"Camden, NJ M.D.",murder_and_nonnegligent_manslaughter,50.0
2009.0,"Camden, NJ M.D.",robbery,1661.0
2009.0,"Cape Coral-Fort Myers, FL M.S.A.",aggravated_assault,1675.0
2009.0,"Cape Coral-Fort Myers, FL M.S.A.",burglary,5858.0
2009.0,"Cape Coral-Fort Myers, FL M.S.A.",forcible_rape,121.0
2009.0,"Cape Coral-Fort Myers, FL M.S.A.",larceny_theft,10844.0
2009.0,"Cape Coral-Fort Myers, FL M.S.A.",motor_vehicle_theft,1238.0
2009.0,"Cape Coral-Fort Myers, FL M.S.A.",murder_and_nonnegligent_manslaughter,40.0
2009.0,"Cape Coral-Fort Myers, FL M.S.A.",robbery,725.0
2009.0,"Cape Girardeau-Jackson, MO-IL M.S.A.",aggravated_assault,268.0
2009.0,"Cape Girardeau-Jackson, MO-IL M.S.A.",burglary,560.0
2009.0,"Cape Girardeau-Jackson, MO-IL M.S.A.",forcible_rape,28.0
2009.0,"Cape Girardeau-Jackson, MO-IL M.S.A.",larceny_theft,2259.0
2009.0,"Cape Girardeau-Jackson, MO-IL M.S.A.",motor_vehicle_theft,63.0
2009.0,"Cape Girardeau-Jackson, MO-IL M.S.A.",murder_and_nonnegligent_manslaughter,2.0
2009.0,"Cape Girardeau-Jackson, MO-IL M.S.A.",robbery,54.0
2009.0,"Carson City, NV M.S.A.",aggravated_assault,153.0
2009.0,"Carson City, NV M.S.A.",burglary,268.0
2009.0,"Carson City, NV M.S.A.",forcible_rape,1.0
2009.0,"Carson City, NV M.S.A.",larceny_theft,797.0
2009.0,"Carson City, NV M.S.A.",motor_vehicle_theft,86.0
2009.0,"Carson City, NV M.S.A.",murder_and_nonnegligent_manslaughter,0.0
2009.0,"Carson City, NV M.S.A.",robbery,26.0
2009.0,"Casper, WY M.S.A.",aggravated_assault,121.0
2009.0,"Casper, WY M.S.A.",burglary,562.0
2009.0,"Casper, WY M.S.A.",forcible_rape,26.0
2009.0,"Casper, WY M.S.A.",larceny_theft,2232.0
2009.0,"Casper, WY M.S.A.",motor_vehicle_theft,160.0
2009.0,"Casper, WY M.S.A.",murder_and_nonnegligent_manslaughter,0.0
2009.0,"Casper, WY M.S.A.",robbery,16.0
2009.0,"Cedar Rapids, IA M.S.A.",aggravated_assault,329.0
2009.0,"Cedar Rapids, IA M.S.A.",burglary,1660.0
2009.0,"Cedar Rapids, IA M.S.A.",forcible_rape,64.0
2009.0,"Cedar Rapids, IA M.S.A.",larceny_theft,5052.0
2009.0,"Cedar Rapids, IA M.S.A.",motor_vehicle_theft,322.0
2009.0,"Cedar Rapids, IA M.S.A.",murder_and_nonnegligent_manslaughter,1.0
2009.0,"Cedar Rapids, IA M.S.A.",robbery,119.0
2009.0,"Charleston-North Charleston-Summerville, SC M.S.A.3",aggravated_assault,2752.0
2009.0,"Charleston-North Charleston-Summerville, SC M.S.A.3",burglary,NA
2009.0,"Charleston-North Charleston-Summerville, SC M.S.A.3",forcible_rape,218.0
2009.0,"Charleston-North Charleston-Summerville, SC M.S.A.3",larceny_theft,17092.0
2009.0,"Charleston-North Charleston-Summerville, SC M.S.A.3",motor_vehicle_theft,2067.0
2009.0,"Charleston-North Charleston-Summerville, SC M.S.A.3",murder_and_nonnegligent_manslaughter,36.0
2009.0,"Charleston-North Charleston-Summerville, SC M.S.A.3",robbery,1058.0
2009.0,"Charleston, WV M.S.A.",aggravated_assault,906.0
2009.0,"Charleston, WV M.S.A.",burglary,2372.0
2009.0,"Charleston, WV M.S.A.",forcible_rape,61.0
2009.0,"Charleston, WV M.S.A.",larceny_theft,5508.0
2009.0,"Charleston, WV M.S.A.",motor_vehicle_theft,621.0
2009.0,"Charleston, WV M.S.A.",murder_and_nonnegligent_manslaughter,24.0
2009.0,"Charleston, WV M.S.A.",robbery,226.0
2009.0,"Charlotte-Gastonia-Rock Hill, NC-SC M.S.A.",aggravated_assault,5446.0
2009.0,"Charlotte-Gastonia-Rock Hill, NC-SC M.S.A.",burglary,16957.0
2009.0,"Charlotte-Gastonia-Rock Hill, NC-SC M.S.A.",forcible_rape,488.0
2009.0,"Charlotte-Gastonia-Rock Hill, NC-SC M.S.A.",larceny_theft,44361.0
2009.0,"Charlotte-Gastonia-Rock Hill, NC-SC M.S.A.",motor_vehicle_theft,5145.0
2009.0,"Charlotte-Gastonia-Rock Hill, NC-SC M.S.A.",murder_and_nonnegligent_manslaughter,97.0
2009.0,"Charlotte-Gastonia-Rock Hill, NC-SC M.S.A.",robbery,3074.0
2009.0,"Charlottesville, VA M.S.A.",aggravated_assault,233.0
2009.0,"Charlottesville, VA M.S.A.",burglary,649.0
2009.0,"Charlottesville, VA M.S.A.",forcible_rape,68.0
2009.0,"Charlottesville, VA M.S.A.",larceny_theft,4241.0
2009.0,"Charlottesville, VA M.S.A.",motor_vehicle_theft,295.0
2009.0,"Charlottesville, VA M.S.A.",murder_and_nonnegligent_manslaughter,1.0
2009.0,"Charlottesville, VA M.S.A.",robbery,124.0
2009.0,"Chattanooga, TN-GA M.S.A.",aggravated_assault,2301.0
2009.0,"Chattanooga, TN-GA M.S.A.",burglary,5356.0
2009.0,"Chattanooga, TN-GA M.S.A.",forcible_rape,130.0
2009.0,"Chattanooga, TN-GA M.S.A.",larceny_theft,15614.0
2009.0,"Chattanooga, TN-GA M.S.A.",motor_vehicle_theft,1532.0
2009.0,"Chattanooga, TN-GA M.S.A.",murder_and_nonnegligent_manslaughter,24.0
2009.0,"Chattanooga, TN-GA M.S.A.",robbery,635.0
2009.0,"Cheyenne, WY M.S.A.",aggravated_assault,106.0
2009.0,"Cheyenne, WY M.S.A.",burglary,334.0
2009.0,"Cheyenne, WY M.S.A.",forcible_rape,40.0
2009.0,"Cheyenne, WY M.S.A.",larceny_theft,2404.0
2009.0,"Cheyenne, WY M.S.A.",motor_vehicle_theft,146.0
2009.0,"Cheyenne, WY M.S.A.",murder_and_nonnegligent_manslaughter,4.0
2009.0,"Cheyenne, WY M.S.A.",robbery,30.0
2009.0,"Chico, CA M.S.A.",aggravated_assault,648.0
2009.0,"Chico, CA M.S.A.",burglary,1733.0
2009.0,"Chico, CA M.S.A.",forcible_rape,87.0
2009.0,"Chico, CA M.S.A.",larceny_theft,3765.0
2009.0,"Chico, CA M.S.A.",motor_vehicle_theft,840.0
