year,month,day,metric,count
2018,1,5,Operating Cash Balance::Type of account::Federal Reserve Account::Closing balance,205500
2018,1,5,Operating Cash Balance::Type of account::Supplementary Financing Program Account::Closing balance,0
2018,1,5,Operating Cash Balance::Type of account::Short-Term Cash Investments (Table V)::Closing balance,0
2018,1,5,Operating Cash Balance::Type of account::Total Operating Balance::Closing balance,205500
2018,1,5,Operating Cash Balance::Type of account::Federal Reserve Account::Opening balance,204358
2018,1,5,Operating Cash Balance::Type of account::Supplementary Financing Program Account::Opening balance,0
2018,1,5,Operating Cash Balance::Type of account::Short-Term Cash Investments (Table V)::Opening balance,0
2018,1,5,Operating Cash Balance::Type of account::Total Operating Balance::Opening balance,204358
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Agriculture Loan Repayments (misc),24
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Air Transport Security Fees,0
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Cash FTD's Received (Table IV),7519
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Commodity Credit Corporation programs,33
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Customs and Certain Excise Taxes,60
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Deposits by States::Supplemental Security Income,2
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Deposits by States::Unemployment,19
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Education Department programs,198
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Energy Department programs,33
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Estate and Gift Taxes,118
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Federal Reserve Earnings,0
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Foreign Military Sales Program,22
2018,1,5,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Housing and Urban Development programs,3
