year,month,day,metric,count
2018,1,8,Operating Cash Balance::Type of account::Federal Reserve Account::Closing balance,214096
2018,1,8,Operating Cash Balance::Type of account::Supplementary Financing Program Account::Closing balance,0
2018,1,8,Operating Cash Balance::Type of account::Short-Term Cash Investments (Table V)::Closing balance,0
2018,1,8,Operating Cash Balance::Type of account::Total Operating Balance::Closing balance,214096
2018,1,8,Operating Cash Balance::Type of account::Federal Reserve Account::Opening balance,205500
2018,1,8,Operating Cash Balance::Type of account::Supplementary Financing Program Account::Opening balance,0
2018,1,8,Operating Cash Balance::Type of account::Short-Term Cash Investments (Table V)::Opening balance,0
2018,1,8,Operating Cash Balance::Type of account::Total Operating Balance::Opening balance,205500
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Agriculture Loan Repayments (misc),18
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Air Transport Security Fees,1
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Cash FTD's Received (Table IV),16379
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Commodity Credit Corporation programs,33
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Customs and Certain Excise Taxes,57
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Deposits by States::Supplemental Security Income,2
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Deposits by States::Unemployment,20
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Education Department programs,278
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Energy Department programs,9
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Estate and Gift Taxes,97
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Federal Reserve Earnings,0
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Foreign Military Sales Program,55
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Housing and Urban Development programs,32
2018,1,8,"Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Individual Income and Employment Taxes, Not Withheld",1178
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Interest recd from cash investments,0
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Justice Department programs,8
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Postal Service,448
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Public Debt Cash Issues (Table III-B),770
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Other Deposits::Federal Housing Admin: Note Sales,498
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Other Deposits::Total Other Deposits,498
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Change in Balance of Uncollected Funds,0
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Transfers from Depositaries,0
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Total Federal Reserve Account,19885
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Short-Term Cash Investments::Transfers from Federal Reserve Account (Table V),0
2018,1,8,Deposits and Withdrawals of Operating Cash::Deposits::Total Deposits (excluding transfers),19885
2018,1,8,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Commodity Credit Corporation programs,96
2018,1,8,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Defense Vendor Payments (EFT),1067
2018,1,8,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Education Department programs,1613
2018,1,8,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Energy Department programs,89
2018,1,8,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Federal Employees Insurance Payments,143
2018,1,8,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Fed. Highway Administration programs,255
2018,1,8,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Federal Salaries (EFT),33
2018,1,8,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Food and Nutrition Service (misc),97
