year,month,day,metric,count
2018,1,4,Operating Cash Balance::Type of account::Federal Reserve Account::Closing balance,204358
2018,1,4,Operating Cash Balance::Type of account::Supplementary Financing Program Account::Closing balance,0
2018,1,4,Operating Cash Balance::Type of account::Short-Term Cash Investments (Table V)::Closing balance,0
2018,1,4,Operating Cash Balance::Type of account::Total Operating Balance::Closing balance,204358
2018,1,4,Operating Cash Balance::Type of account::Federal Reserve Account::Opening balance,169957
2018,1,4,Operating Cash Balance::Type of account::Supplementary Financing Program Account::Opening balance,0
2018,1,4,Operating Cash Balance::Type of account::Short-Term Cash Investments (Table V)::Opening balance,0
2018,1,4,Operating Cash Balance::Type of account::Total Operating Balance::Opening balance,169957
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Agriculture Loan Repayments (misc),18
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Air Transport Security Fees,1
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Cash FTD's Received (Table IV),11217
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Commodity Credit Corporation programs,24
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Customs and Certain Excise Taxes,65
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Deposits by States::Supplemental Security Income,2
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Deposits by States::Unemployment,14
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Education Department programs,300
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Energy Department programs,8
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Estate and Gift Taxes,127
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Federal Reserve Earnings,0
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Foreign Military Sales Program,77
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Housing and Urban Development programs,2
2018,1,4,"Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Individual Income and Employment Taxes, Not Withheld",5171
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Interest recd from cash investments,0
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Justice Department programs,8
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Postal Service,372
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Public Debt Cash Issues (Table III-B),160529
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Other Deposits::Total Other Deposits,0
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Change in Balance of Uncollected Funds,0
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Transfers from Depositaries,0
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Total Federal Reserve Account,177934
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Short-Term Cash Investments::Transfers from Federal Reserve Account (Table V),0
2018,1,4,Deposits and Withdrawals of Operating Cash::Deposits::Total Deposits (excluding transfers),177934
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Commodity Credit Corporation programs,125
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Defense Vendor Payments (EFT),913
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Education Department programs,2099
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Energy Department programs,134
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Federal Employees Insurance Payments,261
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Fed. Highway Administration programs,125
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Federal Salaries (EFT),773
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Food and Nutrition Service (misc),135
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::GSA programs,29
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Health and Human Services Grants (misc),440
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Housing and Urban Development programs,163
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::Interest on Treasury Securities,0
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::IRS Tax Refunds Business (EFT),4
2018,1,4,Deposits and Withdrawals of Operating Cash::Withdrawals::Federal Reserve Account::IRS Tax Refunds Individual (EFT),1
