year,month,day,metric,count
2017,1,1,ASSAULT,44
2017,1,1,BATTERY,199
2017,1,1,BURGLARY,19
2017,1,1,CRIM SEXUAL ASSAULT,12
2017,1,1,CRIMINAL DAMAGE,111
2017,1,1,CRIMINAL TRESPASS,13
2017,1,1,DECEPTIVE PRACTICE,41
2017,1,1,HOMICIDE,2
2017,1,1,INTERFERENCE WITH PUBLIC OFFICER,2
2017,1,1,KIDNAPPING,1
2017,1,1,MOTOR VEHICLE THEFT,34
2017,1,1,NARCOTICS,10
2017,1,1,OFFENSE INVOLVING CHILDREN,10
2017,1,1,OTHER OFFENSE,58
2017,1,1,PUBLIC PEACE VIOLATION,6
2017,1,1,ROBBERY,42
2017,1,1,SEX OFFENSE,1
2017,1,1,THEFT,160
2017,1,1,WEAPONS VIOLATION,9
2017,1,2,ARSON,3
2017,1,2,ASSAULT,37
2017,1,2,BATTERY,106
2017,1,2,BURGLARY,29
2017,1,2,CRIM SEXUAL ASSAULT,2
2017,1,2,CRIMINAL DAMAGE,72
2017,1,2,CRIMINAL TRESPASS,17
2017,1,2,DECEPTIVE PRACTICE,36
2017,1,2,HOMICIDE,1
2017,1,2,INTERFERENCE WITH PUBLIC OFFICER,3
2017,1,2,KIDNAPPING,1
2017,1,2,MOTOR VEHICLE THEFT,35
2017,1,2,NARCOTICS,23
2017,1,2,OFFENSE INVOLVING CHILDREN,4
2017,1,2,OTHER OFFENSE,42
2017,1,2,PUBLIC PEACE VIOLATION,1
2017,1,2,ROBBERY,33
2017,1,2,SEX OFFENSE,3
2017,1,2,STALKING,1
2017,1,2,THEFT,115
2017,1,2,WEAPONS VIOLATION,12
2017,1,3,ARSON,1
2017,1,3,ASSAULT,55
2017,1,3,BATTERY,113
2017,1,3,BURGLARY,41
2017,1,3,CONCEALED CARRY LICENSE VIOLATION,1
2017,1,3,CRIM SEXUAL ASSAULT,1
2017,1,3,CRIMINAL DAMAGE,82
2017,1,3,CRIMINAL TRESPASS,17
2017,1,3,DECEPTIVE PRACTICE,61
2017,1,3,HOMICIDE,2
2017,1,3,INTERFERENCE WITH PUBLIC OFFICER,1
2017,1,3,INTIMIDATION,2
2017,1,3,MOTOR VEHICLE THEFT,37
2017,1,3,NARCOTICS,30
2017,1,3,OFFENSE INVOLVING CHILDREN,3
2017,1,3,OTHER OFFENSE,43
2017,1,3,PUBLIC PEACE VIOLATION,5
2017,1,3,ROBBERY,36
2017,1,3,SEX OFFENSE,3
2017,1,3,STALKING,2
2017,1,3,THEFT,139
2017,1,3,WEAPONS VIOLATION,8
2017,1,4,ARSON,1
2017,1,4,ASSAULT,34
2017,1,4,BATTERY,94
2017,1,4,BURGLARY,30
2017,1,4,CONCEALED CARRY LICENSE VIOLATION,2
2017,1,4,CRIM SEXUAL ASSAULT,1
2017,1,4,CRIMINAL DAMAGE,57
2017,1,4,CRIMINAL TRESPASS,16
2017,1,4,DECEPTIVE PRACTICE,47
2017,1,4,HOMICIDE,2
2017,1,4,INTERFERENCE WITH PUBLIC OFFICER,2
2017,1,4,MOTOR VEHICLE THEFT,32
2017,1,4,NARCOTICS,23
2017,1,4,OFFENSE INVOLVING CHILDREN,4
2017,1,4,OTHER OFFENSE,51
2017,1,4,PROSTITUTION,2
2017,1,4,ROBBERY,29
2017,1,4,SEX OFFENSE,1
2017,1,4,THEFT,158
2017,1,4,WEAPONS VIOLATION,4
2017,1,5,ASSAULT,41
2017,1,5,BATTERY,84
2017,1,5,BURGLARY,29
2017,1,5,CONCEALED CARRY LICENSE VIOLATION,1
2017,1,5,CRIM SEXUAL ASSAULT,2
2017,1,5,CRIMINAL DAMAGE,68
2017,1,5,CRIMINAL TRESPASS,16
2017,1,5,DECEPTIVE PRACTICE,47
2017,1,5,HOMICIDE,1
2017,1,5,INTERFERENCE WITH PUBLIC OFFICER,4
2017,1,5,MOTOR VEHICLE THEFT,44
2017,1,5,NARCOTICS,19
2017,1,5,OFFENSE INVOLVING CHILDREN,1
2017,1,5,OTHER OFFENSE,52
2017,1,5,PUBLIC PEACE VIOLATION,2
2017,1,5,ROBBERY,29
2017,1,5,THEFT,127
2017,1,5,WEAPONS VIOLATION,5
2017,1,6,ARSON,1
2017,1,6,ASSAULT,43
2017,1,6,BATTERY,81
2017,1,6,BURGLARY,35
2017,1,6,CRIM SEXUAL ASSAULT,3
2017,1,6,CRIMINAL DAMAGE,68
2017,1,6,CRIMINAL TRESPASS,12
2017,1,6,DECEPTIVE PRACTICE,36
2017,1,6,HOMICIDE,1
2017,1,6,INTERFERENCE WITH PUBLIC OFFICER,2
2017,1,6,KIDNAPPING,3
2017,1,6,MOTOR VEHICLE THEFT,58
2017,1,6,NARCOTICS,17
2017,1,6,OFFENSE INVOLVING CHILDREN,10
2017,1,6,OTHER OFFENSE,40
2017,1,6,PUBLIC PEACE VIOLATION,6
2017,1,6,ROBBERY,31
2017,1,6,SEX OFFENSE,1
2017,1,6,THEFT,119
2017,1,6,WEAPONS VIOLATION,9
2017,1,7,ASSAULT,42
2017,1,7,BATTERY,120
2017,1,7,BURGLARY,25
2017,1,7,CRIM SEXUAL ASSAULT,5
2017,1,7,CRIMINAL DAMAGE,61
2017,1,7,CRIMINAL TRESPASS,20
2017,1,7,DECEPTIVE PRACTICE,41
2017,1,7,HOMICIDE,1
2017,1,7,INTERFERENCE WITH PUBLIC OFFICER,2
2017,1,7,MOTOR VEHICLE THEFT,46
2017,1,7,NARCOTICS,25
2017,1,7,OFFENSE INVOLVING CHILDREN,4
2017,1,7,OTHER OFFENSE,43
2017,1,7,PROSTITUTION,2
2017,1,7,PUBLIC PEACE VIOLATION,3
2017,1,7,ROBBERY,36
2017,1,7,SEX OFFENSE,1
2017,1,7,STALKING,1
2017,1,7,THEFT,119
2017,1,7,WEAPONS VIOLATION,5
2017,1,8,ARSON,1
2017,1,8,ASSAULT,45
2017,1,8,BATTERY,115
2017,1,8,BURGLARY,19
2017,1,8,CRIM SEXUAL ASSAULT,5
2017,1,8,CRIMINAL DAMAGE,69
2017,1,8,CRIMINAL TRESPASS,20
2017,1,8,DECEPTIVE PRACTICE,22
2017,1,8,INTERFERENCE WITH PUBLIC OFFICER,4
2017,1,8,MOTOR VEHICLE THEFT,47
2017,1,8,NARCOTICS,19
2017,1,8,OTHER OFFENSE,55
2017,1,8,PUBLIC PEACE VIOLATION,4
2017,1,8,ROBBERY,34
2017,1,8,THEFT,103
2017,1,8,WEAPONS VIOLATION,9
2017,1,9,ASSAULT,37
2017,1,9,BATTERY,89
2017,1,9,BURGLARY,56
2017,1,9,CRIM SEXUAL ASSAULT,3
2017,1,9,CRIMINAL DAMAGE,88
2017,1,9,CRIMINAL TRESPASS,17
2017,1,9,DECEPTIVE PRACTICE,45
2017,1,9,HOMICIDE,2
2017,1,9,INTERFERENCE WITH PUBLIC OFFICER,3
2017,1,9,LIQUOR LAW VIOLATION,1
2017,1,9,MOTOR VEHICLE THEFT,53
2017,1,9,NARCOTICS,33
2017,1,9,NON-CRIMINAL,1
2017,1,9,OFFENSE INVOLVING CHILDREN,8
2017,1,9,OTHER OFFENSE,49
2017,1,9,PROSTITUTION,1
2017,1,9,PUBLIC PEACE VIOLATION,2
2017,1,9,ROBBERY,26
2017,1,9,THEFT,155
2017,1,9,WEAPONS VIOLATION,14
2017,1,10,ASSAULT,47
2017,1,10,BATTERY,105
2017,1,10,BURGLARY,48
2017,1,10,CRIM SEXUAL ASSAULT,5
2017,1,10,CRIMINAL DAMAGE,93
2017,1,10,CRIMINAL TRESPASS,20
2017,1,10,DECEPTIVE PRACTICE,53
