year,month,day,metric,count
2017,12,14,Public Debt Transactions::Redemptions::Marketable::Bills,121995
2017,12,14,Public Debt Transactions::Redemptions::Marketable::Notes,0
2017,12,14,Public Debt Transactions::Redemptions::Marketable::Bonds,0
2017,12,14,Public Debt Transactions::Redemptions::Marketable::Federal Financing Bank,0
2017,12,14,Public Debt Transactions::Redemptions::Nonmarketable::United States Savings Securities,40
2017,12,14,Public Debt Transactions::Redemptions::Nonmarketable::Government Account Series,363662
2017,12,14,Public Debt Transactions::Redemptions::Nonmarketable::Hope Bonds,0
2017,12,14,Public Debt Transactions::Redemptions::Nonmarketable::Domestic Series,0
2017,12,14,Public Debt Transactions::Redemptions::Nonmarketable::Foreign Series,0
2017,12,14,Public Debt Transactions::Redemptions::Nonmarketable::State and Local Series,4
2017,12,14,Public Debt Transactions::Redemptions::Nonmarketable::Other,1363
2017,12,14,Public Debt Transactions::Redemptions::Total Redemptions,487063
2017,12,14,Public Debt Transactions::Redemptions::Net Change in Public Debt Outstanding,5447
