year,month,day,metric,count
2017,12,1,Federal Tax Deposits::Classification::Withheld Income and Employment Taxes,22763
2017,12,1,Federal Tax Deposits::Classification::Individual Income Taxes,129
2017,12,1,Federal Tax Deposits::Classification::Railroad Retirement Taxes,44
2017,12,1,Federal Tax Deposits::Classification::Excise Taxes,13
2017,12,1,Federal Tax Deposits::Classification::Corporation Income Taxes,83
2017,12,1,Federal Tax Deposits::Classification::Federal Unemployment Taxes,2
2017,12,1,Federal Tax Deposits::Classification::Estate and Gift Taxes & Misc IRS Rcpts.,3
2017,12,1,Federal Tax Deposits::Classification::Total,23037
2017,12,1,Federal Tax Deposits::Classification::Cash Federal Tax Deposits::Direct,24
2017,12,1,Federal Tax Deposits::Classification::Cash Federal Tax Deposits::Through Depositaries,20086
2017,12,1,Federal Tax Deposits::Classification::Cash Federal Tax Deposits::Total Cash FTD's,20109
2017,12,1,Federal Tax Deposits::Classification::Inter-agency Transfers,2927
2017,12,1,Federal Tax Deposits::Classification::Total,23037
