,year,month,day,category,count
798,2016,11,22,driving under the influence,10
799,2016,11,22,drug possession,32
800,2016,11,22,drunk in public,8
801,2016,11,22,fraud,6
802,2016,11,22,illegal conceal or carry of weapon,3
803,2016,11,22,"illegal sales, manufacture, or transport",6
804,2016,11,22,motor vehicle theft,46
805,2016,11,22,murder,1
806,2016,11,22,other,33
807,2016,11,22,"sex crimes, not child-related",1
808,2016,11,22,theft,87
809,2016,11,22,vandalism,25
810,2016,11,22,weapon-related crime,1
811,2016,11,23,arson,3
812,2016,11,23,assault,9
813,2016,11,23,battery,15
814,2016,11,23,burglary,46
815,2016,11,23,disorderly conduct,2
816,2016,11,23,driving under the influence,15
817,2016,11,23,drug possession,32
818,2016,11,23,drunk in public,12
819,2016,11,23,fraud,4
820,2016,11,23,illegal conceal or carry of weapon,2
821,2016,11,23,"illegal sales, manufacture, or transport",1
822,2016,11,23,motor vehicle theft,44
823,2016,11,23,other,30
824,2016,11,23,"sex crimes, not child-related",3
825,2016,11,23,theft,73
826,2016,11,23,vandalism,25
827,2016,11,24,assault,9
828,2016,11,24,battery,20
829,2016,11,24,burglary,34
830,2016,11,24,child-related crimes,1
831,2016,11,24,disorderly conduct,5
832,2016,11,24,driving under the influence,11
833,2016,11,24,drug possession,20
834,2016,11,24,drunk in public,16
835,2016,11,24,fraud,3
836,2016,11,24,illegal conceal or carry of weapon,2
837,2016,11,24,motor vehicle theft,35
838,2016,11,24,other,33
839,2016,11,24,"sex crimes, not child-related",1
840,2016,11,24,theft,58
841,2016,11,24,vandalism,18
842,2016,11,25,assault,10
843,2016,11,25,attempted murder,1
844,2016,11,25,battery,10
845,2016,11,25,burglary,56
846,2016,11,25,child-related crimes,1
847,2016,11,25,disorderly conduct,7
848,2016,11,25,driving under the influence,15
849,2016,11,25,drug possession,29
850,2016,11,25,drunk in public,15
851,2016,11,25,fraud,3
852,2016,11,25,illegal conceal or carry of weapon,6
853,2016,11,25,"illegal sales, manufacture, or transport",2
854,2016,11,25,motor vehicle theft,42
855,2016,11,25,other,41
856,2016,11,25,"sex crimes, not child-related",1
857,2016,11,25,theft,78
858,2016,11,25,vandalism,21
859,2016,11,25,weapon-related crime,2
860,2016,11,26,assault,9
861,2016,11,26,battery,17
862,2016,11,26,burglary,47
863,2016,11,26,disorderly conduct,6
864,2016,11,26,driving under the influence,18
865,2016,11,26,drug possession,38
866,2016,11,26,drunk in public,11
867,2016,11,26,fraud,4
868,2016,11,26,illegal conceal or carry of weapon,3
869,2016,11,26,"illegal sales, manufacture, or transport",1
870,2016,11,26,motor vehicle theft,38
871,2016,11,26,other,39
872,2016,11,26,"sex crimes, not child-related",3
873,2016,11,26,theft,73
874,2016,11,26,vandalism,27
875,2016,11,27,assault,5
876,2016,11,27,battery,19
877,2016,11,27,burglary,46
878,2016,11,27,child-related crimes,2
879,2016,11,27,disorderly conduct,8
880,2016,11,27,driving under the influence,11
881,2016,11,27,drug possession,17
882,2016,11,27,drunk in public,7
883,2016,11,27,fraud,4
884,2016,11,27,illegal conceal or carry of weapon,4
885,2016,11,27,"illegal sales, manufacture, or transport",1
886,2016,11,27,motor vehicle theft,38
887,2016,11,27,other,33
888,2016,11,27,"sex crimes, not child-related",3
889,2016,11,27,theft,62
890,2016,11,27,vandalism,22
891,2016,11,27,weapon-related crime,2
892,2016,11,28,arson,1
893,2016,11,28,assault,9
894,2016,11,28,battery,26
895,2016,11,28,burglary,48
896,2016,11,28,child-related crimes,3
897,2016,11,28,disorderly conduct,1
898,2016,11,28,driving under the influence,11
899,2016,11,28,drug possession,29
900,2016,11,28,drunk in public,4
901,2016,11,28,fraud,4
902,2016,11,28,illegal conceal or carry of weapon,2
903,2016,11,28,"illegal sales, manufacture, or transport",1
904,2016,11,28,motor vehicle theft,36
905,2016,11,28,other,26
906,2016,11,28,"sex crimes, not child-related",4
907,2016,11,28,theft,61
908,2016,11,28,vandalism,19
909,2016,11,29,arson,1
910,2016,11,29,assault,7
911,2016,11,29,battery,18
912,2016,11,29,burglary,35
913,2016,11,29,child-related crimes,2
914,2016,11,29,disorderly conduct,4
915,2016,11,29,driving under the influence,6
916,2016,11,29,drug possession,23
917,2016,11,29,drunk in public,11
918,2016,11,29,fraud,5
919,2016,11,29,illegal conceal or carry of weapon,4
920,2016,11,29,"illegal sales, manufacture, or transport",1
921,2016,11,29,motor vehicle theft,36
922,2016,11,29,other,29
923,2016,11,29,"sex crimes, not child-related",2
924,2016,11,29,theft,71
925,2016,11,29,vandalism,21
926,2016,11,29,weapon-related crime,2
927,2016,11,3,assault,13
928,2016,11,3,battery,23
929,2016,11,3,burglary,35
930,2016,11,3,disorderly conduct,5
931,2016,11,3,driving under the influence,13
932,2016,11,3,drug possession,33
933,2016,11,3,drunk in public,12
934,2016,11,3,fraud,6
935,2016,11,3,illegal conceal or carry of weapon,3
936,2016,11,3,"illegal sales, manufacture, or transport",7
937,2016,11,3,motor vehicle theft,35
938,2016,11,3,other,35
939,2016,11,3,"sex crimes, not child-related",1
940,2016,11,3,theft,72
941,2016,11,3,vandalism,26
942,2016,11,3,weapon-related crime,2
943,2016,11,30,assault,10
944,2016,11,30,battery,22
945,2016,11,30,burglary,52
946,2016,11,30,child-related crimes,1
947,2016,11,30,disorderly conduct,6
948,2016,11,30,driving under the influence,15
949,2016,11,30,drug possession,28
950,2016,11,30,drunk in public,9
951,2016,11,30,fraud,2
952,2016,11,30,illegal conceal or carry of weapon,4
953,2016,11,30,"illegal sales, manufacture, or transport",1
954,2016,11,30,motor vehicle theft,34
955,2016,11,30,other,39
956,2016,11,30,"sex crimes, not child-related",1
957,2016,11,30,theft,85
958,2016,11,30,vandalism,18
959,2016,11,4,assault,15
960,2016,11,4,battery,18
961,2016,11,4,burglary,49
962,2016,11,4,child-related crimes,1
963,2016,11,4,disorderly conduct,5
964,2016,11,4,driving under the influence,16
965,2016,11,4,drug possession,45
966,2016,11,4,drunk in public,13
967,2016,11,4,fraud,5
968,2016,11,4,illegal conceal or carry of weapon,4
969,2016,11,4,"illegal sales, manufacture, or transport",2
970,2016,11,4,motor vehicle theft,46
971,2016,11,4,murder,1
972,2016,11,4,other,40
973,2016,11,4,"sex crimes, not child-related",3
974,2016,11,4,theft,83
975,2016,11,4,vandalism,26
976,2016,11,4,weapon-related crime,4
977,2016,11,5,assault,11
978,2016,11,5,battery,29
979,2016,11,5,burglary,55
980,2016,11,5,child-related crimes,2
981,2016,11,5,disorderly conduct,13
982,2016,11,5,driving under the influence,14
983,2016,11,5,drug possession,33
984,2016,11,5,drunk in public,22
985,2016,11,5,fraud,3
986,2016,11,5,illegal conceal or carry of weapon,1
987,2016,11,5,"illegal sales, manufacture, or transport",1
988,2016,11,5,motor vehicle theft,56
989,2016,11,5,other,44
990,2016,11,5,"sex crimes, not child-related",7
991,2016,11,5,theft,70
992,2016,11,5,vandalism,30
993,2016,11,6,arson,1
994,2016,11,6,assault,19
995,2016,11,6,battery,27
996,2016,11,6,burglary,56
997,2016,11,6,disorderly conduct,9
998,2016,11,6,driving under the influence,14
999,2016,11,6,drug possession,36
1000,2016,11,6,drunk in public,13
1001,2016,11,6,fraud,6
1002,2016,11,6,illegal conceal or carry of weapon,3
1003,2016,11,6,motor vehicle theft,25
1004,2016,11,6,other,21
1005,2016,11,6,"sex crimes, not child-related",3
1006,2016,11,6,theft,58
1007,2016,11,6,vandalism,32
1008,2016,11,7,arson,2
1009,2016,11,7,assault,14
1010,2016,11,7,battery,36
1011,2016,11,7,burglary,38
1012,2016,11,7,disorderly conduct,1
1013,2016,11,7,driving under the influence,6
1014,2016,11,7,drug possession,25
1015,2016,11,7,drunk in public,8
1016,2016,11,7,fraud,5
1017,2016,11,7,illegal conceal or carry of weapon,4
1018,2016,11,7,"illegal sales, manufacture, or transport",4
1019,2016,11,7,motor vehicle theft,34
1020,2016,11,7,other,35
1021,2016,11,7,"sex crimes, not child-related",4
1022,2016,11,7,theft,65
1023,2016,11,7,vandalism,26
1024,2016,11,7,weapon-related crime,2
1025,2016,11,8,arson,1
1026,2016,11,8,assault,12
1027,2016,11,8,battery,24
1028,2016,11,8,burglary,46
1029,2016,11,8,child-related crimes,3
1030,2016,11,8,disorderly conduct,5
1031,2016,11,8,driving under the influence,3
1032,2016,11,8,drug possession,35
1033,2016,11,8,drunk in public,7
1034,2016,11,8,fraud,9
1035,2016,11,8,illegal conceal or carry of weapon,2
1036,2016,11,8,"illegal sales, manufacture, or transport",1
1037,2016,11,8,motor vehicle theft,57
1038,2016,11,8,other,31
1039,2016,11,8,"sex crimes, not child-related",5
1040,2016,11,8,theft,60
1041,2016,11,8,vandalism,28
1042,2016,11,8,weapon-related crime,1
1043,2016,11,9,arson,1
1044,2016,11,9,assault,6
1045,2016,11,9,battery,25
1046,2016,11,9,burglary,44
1047,2016,11,9,child-related crimes,2
1048,2016,11,9,disorderly conduct,3
1049,2016,11,9,driving under the influence,6
1050,2016,11,9,drug possession,32
1051,2016,11,9,drunk in public,12
1052,2016,11,9,fraud,8
1053,2016,11,9,"illegal sales, manufacture, or transport",6
1054,2016,11,9,motor vehicle theft,40
1055,2016,11,9,other,33
1056,2016,11,9,"sex crimes, not child-related",5
1057,2016,11,9,theft,79
1058,2016,11,9,vandalism,26
1059,2016,11,9,weapon-related crime,1
1060,2016,12,1,assault,8
1061,2016,12,1,attempted murder,1
1062,2016,12,1,battery,14
1063,2016,12,1,burglary,51
1064,2016,12,1,child-related crimes,7
1065,2016,12,1,disorderly conduct,4
1066,2016,12,1,driving under the influence,8
1067,2016,12,1,drug possession,56
1068,2016,12,1,drunk in public,10
1069,2016,12,1,fraud,12
1070,2016,12,1,illegal conceal or carry of weapon,7
1071,2016,12,1,"illegal sales, manufacture, or transport",4
1072,2016,12,1,motor vehicle theft,38
1073,2016,12,1,other,57
1074,2016,12,1,"sex crimes, not child-related",2
1075,2016,12,1,theft,88
1076,2016,12,1,vandalism,25
1077,2016,12,1,weapon-related crime,3
1078,2016,12,10,arson,1
1079,2016,12,10,assault,5
1080,2016,12,10,attempted murder,1
1081,2016,12,10,battery,22
1082,2016,12,10,burglary,32
1083,2016,12,10,child-related crimes,1
1084,2016,12,10,disorderly conduct,5
1085,2016,12,10,driving under the influence,23
1086,2016,12,10,drug possession,37
1087,2016,12,10,drunk in public,18
1088,2016,12,10,fraud,4
1089,2016,12,10,illegal conceal or carry of weapon,6
1090,2016,12,10,"illegal sales, manufacture, or transport",3
1091,2016,12,10,motor vehicle theft,55
1092,2016,12,10,other,32
1093,2016,12,10,"sex crimes, not child-related",5
1094,2016,12,10,theft,84
1095,2016,12,10,vandalism,17
1096,2016,12,11,assault,17
1097,2016,12,11,battery,26
1098,2016,12,11,burglary,43
1099,2016,12,11,child-related crimes,4
1100,2016,12,11,disorderly conduct,14
1101,2016,12,11,driving under the influence,16
1102,2016,12,11,drug possession,37
1103,2016,12,11,drunk in public,12
1104,2016,12,11,fraud,4
1105,2016,12,11,illegal conceal or carry of weapon,4
1106,2016,12,11,"illegal sales, manufacture, or transport",3
1107,2016,12,11,motor vehicle theft,38
1108,2016,12,11,murder,1
1109,2016,12,11,other,27
1110,2016,12,11,"sex crimes, not child-related",3
1111,2016,12,11,theft,77
1112,2016,12,11,vandalism,22
1113,2016,12,12,arson,3
1114,2016,12,12,assault,14
1115,2016,12,12,attempted murder,2
1116,2016,12,12,battery,25
1117,2016,12,12,burglary,41
1118,2016,12,12,child-related crimes,3
1119,2016,12,12,disorderly conduct,8
1120,2016,12,12,driving under the influence,7
1121,2016,12,12,drug possession,35
1122,2016,12,12,drunk in public,10
1123,2016,12,12,fraud,7
1124,2016,12,12,illegal conceal or carry of weapon,4
1125,2016,12,12,"illegal sales, manufacture, or transport",5
1126,2016,12,12,motor vehicle theft,49
1127,2016,12,12,murder,1
1128,2016,12,12,other,25
1129,2016,12,12,"sex crimes, not child-related",4
1130,2016,12,12,theft,102
1131,2016,12,12,vandalism,21
1132,2016,12,12,weapon-related crime,1
1133,2016,12,13,arson,1
1134,2016,12,13,assault,9
1135,2016,12,13,battery,19
1136,2016,12,13,burglary,39
1137,2016,12,13,disorderly conduct,8
1138,2016,12,13,driving under the influence,10
1139,2016,12,13,drug possession,37
1140,2016,12,13,drunk in public,15
1141,2016,12,13,fraud,8
1142,2016,12,13,illegal conceal or carry of weapon,3
1143,2016,12,13,"illegal sales, manufacture, or transport",2
1144,2016,12,13,motor vehicle theft,39
1145,2016,12,13,other,24
1146,2016,12,13,theft,87
1147,2016,12,13,vandalism,25
1148,2016,12,13,weapon-related crime,3
1149,2016,12,14,arson,1
1150,2016,12,14,assault,6
1151,2016,12,14,battery,14
1152,2016,12,14,burglary,49
1153,2016,12,14,child-related crimes,1
1154,2016,12,14,disorderly conduct,1
1155,2016,12,14,driving under the influence,15
1156,2016,12,14,drug possession,45
1157,2016,12,14,drunk in public,8
1158,2016,12,14,fraud,4
1159,2016,12,14,illegal conceal or carry of weapon,2
1160,2016,12,14,"illegal sales, manufacture, or transport",2
1161,2016,12,14,motor vehicle theft,37
1162,2016,12,14,other,32
1163,2016,12,14,"sex crimes, not child-related",2
1164,2016,12,14,theft,77
1165,2016,12,14,vandalism,17
1166,2016,12,14,weapon-related crime,4
1167,2016,12,15,assault,13
1168,2016,12,15,attempted murder,1
1169,2016,12,15,battery,17
1170,2016,12,15,burglary,52
1171,2016,12,15,child-related crimes,4
1172,2016,12,15,disorderly conduct,5
1173,2016,12,15,driving under the influence,6
1174,2016,12,15,drug possession,41
1175,2016,12,15,drunk in public,7
1176,2016,12,15,fraud,6
1177,2016,12,15,illegal conceal or carry of weapon,4
1178,2016,12,15,"illegal sales, manufacture, or transport",7
1179,2016,12,15,motor vehicle theft,39
1180,2016,12,15,other,43
1181,2016,12,15,"sex crimes, not child-related",5
1182,2016,12,15,theft,78
1183,2016,12,15,vandalism,25
1184,2016,12,15,weapon-related crime,3
1185,2016,12,16,assault,8
1186,2016,12,16,battery,20
1187,2016,12,16,burglary,48
1188,2016,12,16,child-related crimes,5
1189,2016,12,16,disorderly conduct,3
1190,2016,12,16,driving under the influence,21
1191,2016,12,16,drug possession,41
1192,2016,12,16,drunk in public,15
1193,2016,12,16,fraud,7
1194,2016,12,16,illegal conceal or carry of weapon,2
1195,2016,12,16,"illegal sales, manufacture, or transport",2
1196,2016,12,16,motor vehicle theft,50
1197,2016,12,16,other,22
1198,2016,12,16,"sex crimes, not child-related",7
1199,2016,12,16,theft,72
1200,2016,12,16,vandalism,31
1201,2016,12,16,weapon-related crime,2
1202,2016,12,17,arson,1
1203,2016,12,17,assault,9
1204,2016,12,17,attempted murder,1
1205,2016,12,17,battery,22
1206,2016,12,17,burglary,48
1207,2016,12,17,child-related crimes,1
1208,2016,12,17,disorderly conduct,10
1209,2016,12,17,driving under the influence,13
1210,2016,12,17,drug possession,26
1211,2016,12,17,drunk in public,13
1212,2016,12,17,fraud,5
1213,2016,12,17,illegal conceal or carry of weapon,4
1214,2016,12,17,"illegal sales, manufacture, or transport",5
1215,2016,12,17,motor vehicle theft,38
1216,2016,12,17,other,20
1217,2016,12,17,"sex crimes, not child-related",6
1218,2016,12,17,theft,76
1219,2016,12,17,vandalism,32
1220,2016,12,18,assault,14
1221,2016,12,18,battery,20
1222,2016,12,18,burglary,30
1223,2016,12,18,child-related crimes,2
1224,2016,12,18,disorderly conduct,13
1225,2016,12,18,driving under the influence,19
1226,2016,12,18,drug possession,24
1227,2016,12,18,drunk in public,9
1228,2016,12,18,fraud,2
1229,2016,12,18,illegal conceal or carry of weapon,1
1230,2016,12,18,"illegal sales, manufacture, or transport",1
1231,2016,12,18,motor vehicle theft,30
1232,2016,12,18,other,22
1233,2016,12,18,"sex crimes, not child-related",1
1234,2016,12,18,theft,69
1235,2016,12,18,vandalism,22
1236,2016,12,18,weapon-related crime,2
1237,2016,12,19,assault,14
1238,2016,12,19,attempted murder,1
1239,2016,12,19,battery,13
1240,2016,12,19,burglary,38
1241,2016,12,19,child-related crimes,1
1242,2016,12,19,disorderly conduct,5
1243,2016,12,19,driving under the influence,9
1244,2016,12,19,drug possession,18
1245,2016,12,19,drunk in public,3
1246,2016,12,19,fraud,5
1247,2016,12,19,illegal conceal or carry of weapon,1
1248,2016,12,19,"illegal sales, manufacture, or transport",2
1249,2016,12,19,motor vehicle theft,40
1250,2016,12,19,murder,1
1251,2016,12,19,other,30
1252,2016,12,19,theft,66
1253,2016,12,19,vandalism,24
1254,2016,12,2,assault,7
1255,2016,12,2,battery,22
1256,2016,12,2,burglary,50
1257,2016,12,2,child-related crimes,3
1258,2016,12,2,disorderly conduct,7
1259,2016,12,2,driving under the influence,12
1260,2016,12,2,drug possession,44
1261,2016,12,2,drunk in public,12
1262,2016,12,2,fraud,5
1263,2016,12,2,illegal conceal or carry of weapon,7
1264,2016,12,2,"illegal sales, manufacture, or transport",1
1265,2016,12,2,motor vehicle theft,47
1266,2016,12,2,other,40
1267,2016,12,2,"sex crimes, not child-related",5
1268,2016,12,2,theft,79
1269,2016,12,2,vandalism,39
1270,2016,12,2,weapon-related crime,1
1271,2016,12,20,assault,9
1272,2016,12,20,battery,20
1273,2016,12,20,burglary,53
1274,2016,12,20,child-related crimes,2
1275,2016,12,20,disorderly conduct,4
1276,2016,12,20,driving under the influence,7
1277,2016,12,20,drug possession,42
1278,2016,12,20,drunk in public,16
1279,2016,12,20,fraud,5
1280,2016,12,20,illegal conceal or carry of weapon,6
1281,2016,12,20,"illegal sales, manufacture, or transport",3
1282,2016,12,20,motor vehicle theft,41
1283,2016,12,20,other,42
1284,2016,12,20,"sex crimes, not child-related",2
1285,2016,12,20,theft,74
1286,2016,12,20,vandalism,27
1287,2016,12,20,weapon-related crime,2
1288,2016,12,21,assault,10
1289,2016,12,21,battery,7
1290,2016,12,21,burglary,41
1291,2016,12,21,child-related crimes,2
1292,2016,12,21,disorderly conduct,7
1293,2016,12,21,driving under the influence,8
1294,2016,12,21,drug possession,35
1295,2016,12,21,drunk in public,9
1296,2016,12,21,fraud,7
1297,2016,12,21,illegal conceal or carry of weapon,4
1298,2016,12,21,"illegal sales, manufacture, or transport",1
1299,2016,12,21,motor vehicle theft,54
1300,2016,12,21,other,22
1301,2016,12,21,"sex crimes, not child-related",2
1302,2016,12,21,theft,69
1303,2016,12,21,vandalism,21
1304,2016,12,21,weapon-related crime,1
1305,2016,12,22,arson,1
1306,2016,12,22,assault,11
1307,2016,12,22,attempted murder,1
1308,2016,12,22,battery,21
1309,2016,12,22,burglary,44
1310,2016,12,22,child-related crimes,1
1311,2016,12,22,disorderly conduct,8
1312,2016,12,22,driving under the influence,8
1313,2016,12,22,drug possession,23
1314,2016,12,22,drunk in public,19
1315,2016,12,22,fraud,10
1316,2016,12,22,illegal conceal or carry of weapon,7
1317,2016,12,22,"illegal sales, manufacture, or transport",2
1318,2016,12,22,motor vehicle theft,41
1319,2016,12,22,other,32
1320,2016,12,22,"sex crimes, not child-related",4
1321,2016,12,22,theft,69
1322,2016,12,22,vandalism,24
1323,2016,12,22,weapon-related crime,3
1324,2016,12,23,arson,2
1325,2016,12,23,assault,10
1326,2016,12,23,attempted murder,1
1327,2016,12,23,battery,13
1328,2016,12,23,burglary,61
1329,2016,12,23,child-related crimes,3
1330,2016,12,23,disorderly conduct,4
1331,2016,12,23,driving under the influence,15
1332,2016,12,23,drug possession,42
1333,2016,12,23,drunk in public,11
1334,2016,12,23,fraud,3
1335,2016,12,23,illegal conceal or carry of weapon,4
1336,2016,12,23,"illegal sales, manufacture, or transport",2
1337,2016,12,23,motor vehicle theft,50
1338,2016,12,23,other,31
1339,2016,12,23,"sex crimes, not child-related",5
1340,2016,12,23,theft,94
1341,2016,12,23,vandalism,36
1342,2016,12,23,weapon-related crime,1
1343,2016,12,24,arson,1
1344,2016,12,24,assault,5
1345,2016,12,24,battery,16
1346,2016,12,24,burglary,53
1347,2016,12,24,disorderly conduct,6
1348,2016,12,24,driving under the influence,19
1349,2016,12,24,drug possession,12
1350,2016,12,24,drunk in public,10
1351,2016,12,24,fraud,2
1352,2016,12,24,illegal conceal or carry of weapon,3
1353,2016,12,24,"illegal sales, manufacture, or transport",3
1354,2016,12,24,motor vehicle theft,34
1355,2016,12,24,murder,1
1356,2016,12,24,other,25
1357,2016,12,24,"sex crimes, not child-related",5
1358,2016,12,24,theft,68
1359,2016,12,24,vandalism,18
1360,2016,12,25,arson,6
1361,2016,12,25,assault,11
1362,2016,12,25,attempted murder,1
1363,2016,12,25,battery,14
1364,2016,12,25,burglary,43
1365,2016,12,25,child-related crimes,3
1366,2016,12,25,disorderly conduct,11
1367,2016,12,25,driving under the influence,13
1368,2016,12,25,drug possession,17
1369,2016,12,25,drunk in public,8
1370,2016,12,25,fraud,2
1371,2016,12,25,illegal conceal or carry of weapon,2
1372,2016,12,25,"illegal sales, manufacture, or transport",1
1373,2016,12,25,motor vehicle theft,37
1374,2016,12,25,murder,1
1375,2016,12,25,other,24
1376,2016,12,25,"sex crimes, not child-related",4
1377,2016,12,25,theft,42
1378,2016,12,25,vandalism,21
1379,2016,12,26,arson,2
1380,2016,12,26,assault,10
1381,2016,12,26,battery,27
1382,2016,12,26,burglary,43
1383,2016,12,26,child-related crimes,3
1384,2016,12,26,disorderly conduct,10
1385,2016,12,26,driving under the influence,10
1386,2016,12,26,drug possession,28
1387,2016,12,26,drunk in public,9
1388,2016,12,26,fraud,1
1389,2016,12,26,illegal conceal or carry of weapon,6
1390,2016,12,26,"illegal sales, manufacture, or transport",2
1391,2016,12,26,motor vehicle theft,20
1392,2016,12,26,other,27
1393,2016,12,26,"sex crimes, not child-related",6
1394,2016,12,26,theft,65
1395,2016,12,26,vandalism,18
1396,2016,12,26,weapon-related crime,2
1397,2016,12,27,assault,7
1398,2016,12,27,battery,17
1399,2016,12,27,burglary,47
1400,2016,12,27,child-related crimes,3
1401,2016,12,27,disorderly conduct,6
1402,2016,12,27,driving under the influence,7
1403,2016,12,27,drug possession,24
1404,2016,12,27,drunk in public,11
1405,2016,12,27,fraud,6
1406,2016,12,27,illegal conceal or carry of weapon,1
1407,2016,12,27,"illegal sales, manufacture, or transport",2
1408,2016,12,27,motor vehicle theft,41
1409,2016,12,27,other,28
1410,2016,12,27,"sex crimes, not child-related",3
1411,2016,12,27,theft,73
1412,2016,12,27,vandalism,29
1413,2016,12,27,weapon-related crime,1
1414,2016,12,28,arson,1
1415,2016,12,28,assault,6
1416,2016,12,28,battery,20
1417,2016,12,28,burglary,36
1418,2016,12,28,child-related crimes,4
1419,2016,12,28,disorderly conduct,6
1420,2016,12,28,driving under the influence,6
1421,2016,12,28,drug possession,39
1422,2016,12,28,drunk in public,16
1423,2016,12,28,fraud,7
1424,2016,12,28,illegal conceal or carry of weapon,3
1425,2016,12,28,"illegal sales, manufacture, or transport",3
1426,2016,12,28,motor vehicle theft,38
1427,2016,12,28,other,29
1428,2016,12,28,"sex crimes, not child-related",4
1429,2016,12,28,theft,67
1430,2016,12,28,vandalism,23
1431,2016,12,28,weapon-related crime,1
1432,2016,12,29,arson,2
1433,2016,12,29,assault,6
1434,2016,12,29,battery,23
1435,2016,12,29,burglary,38
1436,2016,12,29,disorderly conduct,2
1437,2016,12,29,driving under the influence,6
1438,2016,12,29,drug possession,33
1439,2016,12,29,drunk in public,13
1440,2016,12,29,fraud,9
1441,2016,12,29,illegal conceal or carry of weapon,5
1442,2016,12,29,"illegal sales, manufacture, or transport",2
1443,2016,12,29,motor vehicle theft,42
1444,2016,12,29,other,31
1445,2016,12,29,"sex crimes, not child-related",4
1446,2016,12,29,theft,59
1447,2016,12,29,vandalism,22
1448,2016,12,29,weapon-related crime,4
1449,2016,12,3,assault,14
1450,2016,12,3,attempted murder,1
1451,2016,12,3,battery,16
1452,2016,12,3,burglary,36
1453,2016,12,3,disorderly conduct,7
1454,2016,12,3,driving under the influence,21
1455,2016,12,3,drug possession,38
1456,2016,12,3,drunk in public,17
1457,2016,12,3,fraud,4
1458,2016,12,3,illegal conceal or carry of weapon,4
1459,2016,12,3,motor vehicle theft,40
1460,2016,12,3,murder,2
1461,2016,12,3,other,35
1462,2016,12,3,theft,72
1463,2016,12,3,vandalism,33
1464,2016,12,3,weapon-related crime,4
1465,2016,12,30,arson,1
1466,2016,12,30,assault,7
1467,2016,12,30,attempted murder,1
1468,2016,12,30,battery,19
1469,2016,12,30,burglary,60
1470,2016,12,30,child-related crimes,4
1471,2016,12,30,disorderly conduct,6
1472,2016,12,30,driving under the influence,16
1473,2016,12,30,drug possession,30
1474,2016,12,30,drunk in public,13
1475,2016,12,30,fraud,7
1476,2016,12,30,illegal conceal or carry of weapon,4
1477,2016,12,30,"illegal sales, manufacture, or transport",2
1478,2016,12,30,motor vehicle theft,49
1479,2016,12,30,other,29
1480,2016,12,30,"sex crimes, not child-related",4
1481,2016,12,30,theft,73
1482,2016,12,30,vandalism,34
1483,2016,12,30,weapon-related crime,2
1484,2016,12,31,arson,2
1485,2016,12,31,assault,9
1486,2016,12,31,battery,22
1487,2016,12,31,burglary,41
1488,2016,12,31,child-related crimes,1
1489,2016,12,31,disorderly conduct,8
1490,2016,12,31,driving under the influence,18
1491,2016,12,31,drug possession,22
1492,2016,12,31,drunk in public,16
1493,2016,12,31,fraud,4
1494,2016,12,31,illegal conceal or carry of weapon,1
1495,2016,12,31,"illegal sales, manufacture, or transport",1
1496,2016,12,31,motor vehicle theft,35
1497,2016,12,31,other,24
1498,2016,12,31,"sex crimes, not child-related",3
1499,2016,12,31,theft,62
1500,2016,12,31,vandalism,30
1501,2016,12,4,assault,12
1502,2016,12,4,attempted murder,1
1503,2016,12,4,battery,31
1504,2016,12,4,burglary,43
1505,2016,12,4,child-related crimes,2
1506,2016,12,4,disorderly conduct,8
1507,2016,12,4,driving under the influence,26
1508,2016,12,4,drug possession,24
1509,2016,12,4,drunk in public,13
1510,2016,12,4,fraud,4
1511,2016,12,4,illegal conceal or carry of weapon,6
1512,2016,12,4,motor vehicle theft,26
1513,2016,12,4,murder,1
1514,2016,12,4,other,26
1515,2016,12,4,"sex crimes, not child-related",4
1516,2016,12,4,theft,62
1517,2016,12,4,vandalism,29
1518,2016,12,5,assault,5
1519,2016,12,5,battery,17
1520,2016,12,5,burglary,45
1521,2016,12,5,child-related crimes,2
1522,2016,12,5,disorderly conduct,1
1523,2016,12,5,driving under the influence,8
1524,2016,12,5,drug possession,29
1525,2016,12,5,drunk in public,12
1526,2016,12,5,fraud,8
1527,2016,12,5,illegal conceal or carry of weapon,3
1528,2016,12,5,"illegal sales, manufacture, or transport",1
1529,2016,12,5,motor vehicle theft,39
1530,2016,12,5,murder,1
1531,2016,12,5,other,41
1532,2016,12,5,"sex crimes, not child-related",5
1533,2016,12,5,theft,74
1534,2016,12,5,vandalism,26
1535,2016,12,5,weapon-related crime,3
1536,2016,12,6,assault,10
1537,2016,12,6,attempted murder,1
1538,2016,12,6,battery,29
1539,2016,12,6,burglary,49
1540,2016,12,6,child-related crimes,3
1541,2016,12,6,disorderly conduct,5
1542,2016,12,6,driving under the influence,6
1543,2016,12,6,drug possession,38
1544,2016,12,6,drunk in public,11
1545,2016,12,6,fraud,5
1546,2016,12,6,illegal conceal or carry of weapon,6
1547,2016,12,6,"illegal sales, manufacture, or transport",1
1548,2016,12,6,motor vehicle theft,29
1549,2016,12,6,other,34
1550,2016,12,6,"sex crimes, not child-related",4
1551,2016,12,6,theft,83
1552,2016,12,6,vandalism,23
1553,2016,12,6,weapon-related crime,5
1554,2016,12,7,arson,2
1555,2016,12,7,assault,9
1556,2016,12,7,attempted murder,1
1557,2016,12,7,battery,17
1558,2016,12,7,burglary,41
1559,2016,12,7,child-related crimes,2
1560,2016,12,7,disorderly conduct,7
1561,2016,12,7,driving under the influence,9
1562,2016,12,7,drug possession,42
